,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month, funded_quarter ,funded_year, raised_amount_usd ,Unnamed: 16
41822,/organization/loopme,LoopMe,|Mobile Advertising|,Mobile Advertising,GBR,,London,London,/funding-round/05f6b8d04311edec5e03d68c6fca5199,venture,A,2014-03-25,2014-03, 2014-Q1 ,2014.0," 3,000,000 ",
48732,/organization/nettalk,netTALK,|Hardware + Software|,Hardware + Software,USA,FL,Miami,Miami,/funding-round/a67e56184d2abbd2a8704708dd025a63,debt_financing,,2009-01-30,2009-01, 2009-Q1 ,2009.0," 600,000 ",
56421,/organization/predictive-technologies,Predictive Technologies,,,USA,CA,Los Angeles,Rancho Santa Margarita,/funding-round/0e1fa4f6d96a08c8ea69588bd2758256,seed,,2012-03-05,2012-03, 2012-Q1 ,2012.0," 50,000 ",
62670,/organization/scc-eagle,SCC Eagle,|Education|,Education,USA,AZ,Phoenix,Glendale,/funding-round/aee1a09ce39de1f8a762fae869350a71,equity_crowdfunding,,2014-04-28,2014-04, 2014-Q2 ,2014.0," 125,000 ",
805,/organization/a123systems,A123 Systems,|Batteries|Clean Technology|Mobile|,Batteries,USA,MA,Worcester,Westborough,/funding-round/48e1b9b5f567d6bbe407b2eeaf976994,grant,,2009-12-16,2009-12, 2009-Q4 ,2009.0," 2,860,000 ",
70463,/organization/switchcam,Switchcam,|Events|Video|Photography|,Video,USA,CA,SF Bay Area,San Francisco,/funding-round/5769148358c024ba80b904d1fabf9b6c,seed,,2011-10-26,2011-10, 2011-Q4 ,2011.0,,
60980,/organization/ringcentral,RingCentral,|Technology|Office Space|Mobile|VoIP|Messaging|,Technology,USA,CA,SF Bay Area,San Mateo,/funding-round/0d4781aa1f59db23e68797c13a3858c4,venture,C,2010-10-27,2010-10, 2010-Q4 ,2010.0," 10,000,000 ",
65147,/organization/silicor-materials,Silicor Materials,|Manufacturing|,Manufacturing,USA,CA,SF Bay Area,San Jose,/funding-round/a4d4237d14d0971ae6ad4511c5e27843,debt_financing,,2010-09-02,2010-09, 2010-Q3 ,2010.0," 10,000,000 ",
61812,/organization/rushfiles,RushFiles,|Service Providers|Software|,Software,DNK,,Aarhus,Aarhus,/funding-round/963e3163c3b47f1162b2068fe5c5dc81,venture,,2014-07-09,2014-07, 2014-Q3 ,2014.0," 3,500,000 ",
15792,/organization/coda-therapeutics,CoDa Therapeutics,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/funding-round/5b422ee7bb550aff0064c6b2ca9a602b,debt_financing,,2014-06-10,2014-06, 2014-Q2 ,2014.0," 2,510,890 ",
22125,/organization/econais,Econais Inc.,|Software|M2M|Internet of Things|Wireless|,Software,USA,CA,SF Bay Area,San Jose,/funding-round/b8e080a50a11105ee340aaa323247bf3,venture,A,2013-07-01,2013-07, 2013-Q3 ,2013.0," 1,500,000 ",
23681,/organization/envisage-technologies,Envisage Technologies,|Software|,Software,USA,IN,Indianapolis,Bloomington,/funding-round/5e35dbd93e6224a43c487e55451e5498,seed,,2014-10-14,2014-10, 2014-Q4 ,2014.0," 2,500,000 ",
18627,/organization/cyber-gifts,Cyber Gifts,|Gift Card|E-Commerce|,E-Commerce,USA,DE,"Wilmington, Delaware",Wilmington,/funding-round/6dd2e0b68f67d121c98e97ab9ffc067f,seed,,2013-08-01,2013-08, 2013-Q3 ,2013.0," 100,000 ",
29406,/organization/global-food-technologies,GLOBAL FOOD TECHNOLOGIES,|Hospitality|,Hospitality,USA,CA,Fresno,Hanford,/funding-round/e0f256ce4be5ff838518040e78e92a4e,venture,,2012-05-07,2012-05, 2012-Q2 ,2012.0," 500,000 ",
69844,/organization/sulfurcell,SulfurCell,|Clean Technology|,Clean Technology,DEU,,Berlin,Berlin,/funding-round/0c07ec432290a441f642ba019aa47c9a,private_equity,,2008-07-09,2008-07, 2008-Q3 ,2008.0," 133,700,000 ",
50808,/organization/ogorod,Ogorod,|Location Based Services|Interest Graph|Social Media|,Social Media,RUS,,Moscow,Moscow,/funding-round/0e8f86508750c0a3a578ad90010fd08d,venture,A,2011-09-13,2011-09, 2011-Q3 ,2011.0," 1,000,000 ",
70461,/organization/switchboard,Switchboard,|Communities|Education|Social Media|,Communities,USA,OR,"Portland, Oregon",Portland,/funding-round/1c81d101bba331e97b624d0a5d773793,debt_financing,,2014-08-14,2014-08, 2014-Q3 ,2014.0," 550,000 ",
57009,/organization/progression,Progression,|Hardware + Software|,Hardware + Software,USA,MA,Boston,Haverhill,/funding-round/457702cbb8952b2f281e39f639610d1c,venture,,2009-12-08,2009-12, 2009-Q4 ,2009.0," 875,000 ",
44413,/organization/mercury-solar-systems,Mercury solar systems,|Clean Technology|,Clean Technology,USA,NY,New York City,Port Chester,/funding-round/40a65b5a7cc15ce791a841e4c37860c5,undisclosed,,2008-08-12,2008-08, 2008-Q3 ,2008.0,,
10652,/organization/boxed,Boxed,|Mobile|Wholesale|Shopping|Apps|Mobile Shopping|Mobile Commerce|Software|,Mobile Commerce,USA,NJ,Newark,Edison,/funding-round/7be81a24c3bdfbfdbb689f5e37228a2e,seed,,2013-08-22,2013-08, 2013-Q3 ,2013.0," 1,100,000 ",
29756,/organization/gogo-labs,GoGo Labs,|Education|,Education,USA,ID,Boise,Boise,/funding-round/c89a8e907fbbfb4bf7d3ff6ca235ca01,seed,,2013-12-19,2013-12, 2013-Q4 ,2013.0," 255,867 ",
40957,/organization/linkovery,Linkovery,|Web Hosting|,Web Hosting,ESP,,Zaragoza,Zaragoza,/funding-round/d103cf7425e34bd0f9609eff404f6efb,seed,,2010-06-01,2010-06, 2010-Q2 ,2010.0," 36,465 ",
63984,/organization/serious-parody,Serious Parody,|Games|,Games,GBR,,Dundee,Dundee,/funding-round/d699672414d45e4154570d521618d0ac,venture,,2012-05-17,2012-05, 2012-Q2 ,2012.0," 1,583,666 ",
53986,/organization/pentalum-technologies,Pentalum Technologies,|Clean Technology|,Clean Technology,ISR,,Tel Aviv,Rehovot,/funding-round/b2eb114c32be535d89deed106b453795,venture,A,2010-07-25,2010-07, 2010-Q3 ,2010.0," 9,000,000 ",
15156,/organization/clickdelivery,ClickDelivery,|Restaurants|Hospitality|E-Commerce|,E-Commerce,COL,,Bogota,Bogotá,/funding-round/810cda9121b40a733958816b568804c2,undisclosed,,2013-01-01,2013-01, 2013-Q1 ,2013.0,,
68716,/organization/squirro,Squirro,|SaaS|Software|Information Technology|Cloud Computing|Analytics|,Information Technology,CHE,,Zurich,Zürich,/funding-round/1e3c507dc4ea97ad5ba3944d9ecbf7fd,seed,,2013-01-18,2013-01, 2013-Q1 ,2013.0,,
69576,/organization/stripe,Stripe,|Credit Cards|Payments|Software|,Credit Cards,USA,CA,SF Bay Area,San Francisco,/funding-round/232b025b64adcfbc8e9c312d9660990f,venture,C,2014-01-22,2014-01, 2014-Q1 ,2014.0," 80,000,000 ",
78938,/organization/vivotext,VivoText,|Media|Publishing|Audio|Robotics|Software|,Robotics,ISR,,ISR - Other,Misgav,/funding-round/193113c99f4e0d26c2f1d9f5e969c82e,seed,,2008-01-01,2008-01, 2008-Q1 ,2008.0," 650,000 ",
39776,/organization/lashou-com,Lashou.com,|E-Commerce|,E-Commerce,CHN,,Beijing,Beijing,/funding-round/9d3485ab08776593337774f0d7e26217,venture,B,2010-12-01,2010-12, 2010-Q4 ,2010.0," 50,000,000 ",
79240,/organization/voucherlink,Voucherlink,|Gift Card|Facebook Applications|Event Management|Social Media|,Event Management,FRA,,Picardie,Irles,/funding-round/ac4273eef697a5dcf563a3320da7b588,seed,,2012-09-01,2012-09, 2012-Q3 ,2012.0,,
50142,/organization/npm,NPM,|Software|,Software,,,,,/funding-round/73ede60a0002f398a99db6386ac6256e,seed,,2014-02-11,2014-02, 2014-Q1 ,2014.0," 2,600,000 ",
31662,/organization/healthify,Healthify,|Health Care|Mobile Health|Health and Wellness|,Health Care,USA,NY,New York City,New York,/funding-round/57553270b570bcc17fb463c8b22125ce,seed,,2014-05-14,2014-05, 2014-Q2 ,2014.0," 500,000 ",
2579,/organization/ag-p,AG&P,|Clean Technology|,Clean Technology,PHL,,PHL - Other,Muntinlupa City,/funding-round/ff95a8f1eba9584663ca1e84359f2f3e,debt_financing,,2013-06-03,2013-06, 2013-Q2 ,2013.0," 91,000,000 ",
31214,/organization/handle,Handle,|Task Management|Email|Productivity Software|Messaging|,Task Management,USA,CA,SF Bay Area,San Francisco,/funding-round/11e448ace7df7b555e3246b05ab22cdb,venture,A,2011-11-01,2011-11, 2011-Q4 ,2011.0," 4,000,000 ",
65665,/organization/sitscape,SitScape,|Collaboration|Software|,Collaboration,USA,WV,WV - Other,Vienna,/funding-round/8b45d07e69bc786b203f281568afe9d3,debt_financing,,2009-10-23,2009-10, 2009-Q4 ,2009.0," 125,000 ",
49116,/organization/newsup,NewsUp,|News|Gamification|Games|,News,USA,MD,Baltimore,Baltimore,/funding-round/1991130d48d730518c59013f37e40273,seed,B,2014-10-17,2014-10, 2014-Q4 ,2014.0," 500,000 ",
83709,/organization/zuki,Zuki,|Mobile|,Mobile,,,,,/funding-round/efb235843290f6c8cf62c35c20eaf840,seed,,2012-07-01,2012-07, 2012-Q3 ,2012.0," 30,000 ",
46544,/organization/moove-in,Moove In,|Social Network Media|SaaS|,Social Network Media,,,,,/funding-round/a31572bbe41ea73d427302af1467c800,seed,,2013-07-01,2013-07, 2013-Q3 ,2013.0," 67,567 ",
37519,/organization/jostle,Jostle,|Human Resources|Internet|Software|Collaboration|Enterprise Software|,Enterprise Software,CAN,BC,Vancouver,Vancouver,/funding-round/0d3f35bf9e5ae8bba3b218f63407053f,angel,,2014-10-23,2014-10, 2014-Q4 ,2014.0," 2,000,000 ",
25801,/organization/fetise-com,Fetise.com,|Fashion|,Fashion,,,,,/funding-round/67b299fca4ca44ed2d14af26982ee985,venture,A,2011-12-01,2011-12, 2011-Q4 ,2011.0," 5,000,000 ",
28757,/organization/geodigital,GeoDigital,|Software|,Software,CAN,ON,Toronto,Hamilton,/funding-round/ebd3470eb37ada456d19b6f2c34c8784,venture,,2011-06-28,2011-06, 2011-Q2 ,2011.0," 799,999 ",
62694,/organization/schemalogic,SchemaLogic,|Enterprise Software|,Enterprise Software,USA,WA,Seattle,Kirkland,/funding-round/2f546b6ee84d101972f8bdf3d37b7466,venture,C,2007-10-29,2007-10, 2007-Q4 ,2007.0," 12,800,000 ",
55648,/organization/plutus-software,Plutus Software,|Finance|Mobile|Apps|Personal Finance|Curated Web|,Mobile,IDN,,Jakarta,Jakarta,/funding-round/23faea8757aa7ad163ef59a21f23d31d,seed,,2013-02-24,2013-02, 2013-Q1 ,2013.0," 121,000 ",
48150,/organization/naverus,Naverus,|Public Transportation|,Public Transportation,USA,WA,Seattle,Kent,/funding-round/b4a1897a8dc304ca7076696f6e79914a,venture,C,2008-02-28,2008-02, 2008-Q1 ,2008.0," 10,000,000 ",
77733,/organization/vermillion-inc,Vermillion,|Health Care|Diagnostics|Biotechnology|,Health Care,USA,TX,Austin,Austin,/funding-round/744bf5ec046b60104b2b714296b0a5b6,venture,,2010-01-12,2010-01, 2010-Q1 ,2010.0," 43,049,858 ",
23120,/organization/enchroma,EnChroma,|Medical Devices|Hardware + Software|,Medical Devices,USA,CA,SF Bay Area,Berkeley,/funding-round/7400b949a22e1805cdf66b6b0a2e0e49,angel,,2010-01-01,2010-01, 2010-Q1 ,2010.0," 100,000 ",
60307,/organization/resaas,RESAAS,|Technology|Social Media Marketing|Social Network Media|Real Estate|Enterprise Software|,Social Media Marketing,CAN,BC,Vancouver,Vancouver,/funding-round/dd2591fedea853f5b1b21645441ef253,post_ipo_equity,,2013-07-01,2013-07, 2013-Q3 ,2013.0," 780,057 ",
29672,/organization/go2-media,go2 media,,,USA,MA,Boston,Boston,/funding-round/b3d3980cf4654e9d7055f65305ba67d3,debt_financing,,2009-06-26,2009-06, 2009-Q2 ,2009.0," 2,855,000 ",
56461,/organization/premise,Premise,|Analytics|,Analytics,USA,CA,SF Bay Area,San Francisco,/funding-round/cdf1e01561cacf4673f72dce271e9d22,venture,B,2014-03-13,2014-03, 2014-Q1 ,2014.0," 11,000,000 ",
78691,/organization/vista-fitness,Vista Fitness,|Retail|Fitness|,Retail,USA,TX,Dallas,Dallas,/funding-round/3ecdc51816d000341858a1fd8ecc7c25,equity_crowdfunding,,2014-08-03,2014-08, 2014-Q3 ,2014.0,,
36992,/organization/jail-education-solutions,Jail Education Solutions,|Education|,Education,USA,IL,Chicago,Evanston,/funding-round/af60387747673f16d61cd952049fcacb,seed,,2014-01-22,2014-01, 2014-Q1 ,2014.0,,
2910,/organization/airpatrol-corporation,AirPatrol Corporation,|Wireless|Mobile Security|Location Based Services|Mobility|Mobile|,Wireless,USA,MD,Baltimore,Columbia,/funding-round/3d50f8221eaff946700d102646c9f245,debt_financing,,2011-04-20,2011-04, 2011-Q2 ,2011.0," 3,675,000 ",
82828,/organization/zaphour,ZapHour,|Software|,Software,USA,OR,"Portland, Oregon",Portland,/funding-round/3af9ae7d80c5eefe153964bc7f59369f,debt_financing,,2011-01-14,2011-01, 2011-Q1 ,2011.0," 55,000 ",
43153,/organization/markitx,MarkITx,|E-Commerce|Technology|Enterprise Software|,E-Commerce,USA,IL,Chicago,Chicago,/funding-round/111eca2e9c68a963cecfd86f17be345b,seed,,2013-07-11,2013-07, 2013-Q3 ,2013.0," 2,150,000 ",
32160,/organization/higear,HiGear,|Automotive|,Automotive,USA,CA,SF Bay Area,San Francisco,/funding-round/ab8cf8bde4ce3f267cf1616de63d071d,seed,,2011-10-07,2011-10, 2011-Q4 ,2011.0," 1,300,000 ",
60967,/organization/rimidi,rimidi,|Health and Wellness|,Health and Wellness,USA,FL,Miami,Coral Gables,/funding-round/a2866819d69762912495d46806227abd,venture,,2014-10-24,2014-10, 2014-Q4 ,2014.0," 1,325,700 ",
16944,/organization/contextweb,ContextWeb,|Auctions|Advertising|Analytics|,Advertising,USA,NY,New York City,New York,/funding-round/ce0b1426025edbe65adcbd115e90d055,venture,D,2008-07-20,2008-07, 2008-Q3 ,2008.0," 26,000,000 ",
80708,/organization/wikimart-ru,WikiMart.ru,|E-Commerce|,E-Commerce,RUS,,Moscow,Moscow,/funding-round/9768e6d110b98516a729f554b7c29c08,venture,C,2012-03-01,2012-03, 2012-Q1 ,2012.0," 30,000,000 ",
4461,/organization/answers-corporation,Answers Corporation,|Information Technology|Curated Web|,Information Technology,USA,MO,St. Louis,Saint Louis,/funding-round/f089c67abbc954fb4e1e78447882ab9a,venture,B,1999-04-01,1999-04, 1999-Q2 ,1999.0," 1,360,000 ",
66650,/organization/soapbox,Soapbox,|Curated Web|,Curated Web,GBR,,London,London,/funding-round/86222736cce7a4090bafed5d083b7cf9,private_equity,,2013-03-22,2013-03, 2013-Q1 ,2013.0," 95,652 ",
45555,/organization/mixbook,Mixbook,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,/funding-round/b8e3eb685bae717a79a52dc8cf0c54ed,venture,B,2011-08-01,2011-08, 2011-Q3 ,2011.0," 10,000,000 ",
74006,/organization/topera,Topera,|3D|Medical|Medical Devices|Health Care|,Medical Devices,USA,CA,San Diego,San Diego,/funding-round/f0e9a6e68e6ea4a1c6c8183bc3d0294f,seed,,2012-05-15,2012-05, 2012-Q2 ,2012.0," 2,748,531 ",
30482,/organization/greentechnology-innovations,GreenTechnology Innovations,|Manufacturing|,Manufacturing,USA,NJ,Newark,Newark,/funding-round/5bb9f3097f3997bb1c5bb8702f483b19,equity_crowdfunding,,2012-09-29,2012-09, 2012-Q3 ,2012.0,,
40867,/organization/linerate-systems,LineRate Systems,|Software|,Software,USA,CO,Denver,Louisville,/funding-round/3aeb86cff589b27d51b24d74a31e718b,venture,,2010-10-20,2010-10, 2010-Q4 ,2010.0," 602,877 ",
74417,/organization/trafficland,TrafficLand,|News|,News,USA,VA,"Washington, D.C.",Fairfax,/funding-round/16bf74746e11cfedc43903ab903d1193,debt_financing,,2011-07-27,2011-07, 2011-Q3 ,2011.0," 2,134,781 ",
12134,/organization/camino-real,Camino Real,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/funding-round/5eda5adf0aa578802b630cf39fbfafd4,venture,A,2012-06-06,2012-06, 2012-Q2 ,2012.0," 5,068,086 ",
21174,/organization/dr-tariff,Dr. Tariff,,,RUS,,Moscow,Moscow,/funding-round/4f204ea70098d6a6ddab070a846ec689,seed,,2013-12-01,2013-12, 2013-Q4 ,2013.0," 25,000 ",
14409,/organization/cine-tal-systems,Cine-tal Systems,|Hardware + Software|,Hardware + Software,USA,IN,Indianapolis,Indianapolis,/funding-round/134cb4f51a6d9e9b7b59bc09f20f3a22,venture,,2009-12-31,2009-12, 2009-Q4 ,2009.0," 510,000 ",
1349,/organization/acquia,Acquia,|Social Media|Web CMS|Content|Enterprise Software|,Enterprise Software,USA,MA,Boston,Burlington,/funding-round/ab96ee5cfff65a61fc7608c2ebf21449,venture,C,2010-11-01,2010-11, 2010-Q4 ,2010.0," 8,500,000 ",
78571,/organization/virtway,Virtway,|Games|Entertainment|3D|Social Media|Sales and Marketing|Virtual Worlds|Enterprise Software|,Virtual Worlds,ESP,,Oviedo,Oviedo,/funding-round/9464fd8a9c5a041bb67a3c20605f953f,grant,,2011-12-30,2011-12, 2011-Q4 ,2011.0," 646,950 ",
45786,/organization/mobile-pulse,Mobile Pulse,|Internet|Mobility|Enterprises|Wireless|Mobile|,Mobile,USA,CO,Denver,Denver,/funding-round/c4bac9572ce0633de8062e0d1ab28ec1,debt_financing,,2013-10-03,2013-10, 2013-Q4 ,2013.0," 217,973 ",
65869,/organization/skycross,Skycross,|Manufacturing|,Manufacturing,USA,FL,Florida's Space Coast,Melbourne Beach,/funding-round/e8e04dd7479603bf318f76b67644184d,debt_financing,,2012-07-09,2012-07, 2012-Q3 ,2012.0," 3,500,000 ",
12193,/organization/canadian-digital-media-network,Canadian Digital Media Network,|Software|,Software,CAN,ON,Toronto,Toronto,/funding-round/22ee6ef0fc787f7ffdd868c4aac19a3c,venture,,2013-11-13,2013-11, 2013-Q4 ,2013.0," 8,750,000 ",
44643,/organization/method-crm,Method CRM,|SaaS|Network Security|Accounting|CRM|Software|,SaaS,CAN,ON,Toronto,Toronto,/funding-round/3b81293ad36621b8f653039f401faec9,venture,A,2013-02-14,2013-02, 2013-Q1 ,2013.0," 2,996,402 ",
34766,/organization/infrared-imaging-systems,INFRARED IMAGING SYSTEMS,|Hardware + Software|,Hardware + Software,USA,OH,"Columbus, Ohio",Marysville,/funding-round/d42167c95b8114f4affa0ad518b901bf,venture,,2010-12-20,2010-12, 2010-Q4 ,2010.0," 39,900 ",
61261,/organization/rock-health,Rock Health,|Health Care|Venture Capital|Startups|Apps|Mobile|Health and Wellness|,Health Care,USA,CA,SF Bay Area,San Francisco,/funding-round/2cc03847f432aa9d084c753b2fa5688c,grant,,2012-06-01,2012-06, 2012-Q2 ,2012.0," 500,000 ",
45246,/organization/minerva-worldwide,Minerva Worldwide,|Software|,Software,USA,WA,Seattle,Bellevue,/funding-round/9ec2b7c54a5fd9e170dad701a5a0727d,venture,,2011-10-24,2011-10, 2011-Q4 ,2011.0," 840,000 ",
4286,/organization/anelletti-sicilian-street-food-restaurants,Anelletti Sicilian Street Food Restaurants,|Hospitality|,Hospitality,USA,AZ,Phoenix,Phoenix,/funding-round/60f9c2d428220993a381447caf903991,equity_crowdfunding,,2014-07-13,2014-07, 2014-Q3 ,2014.0,,
56319,/organization/practice-fusion,Practice Fusion,|Physicians|Electronic Health Records|Health Care|Health and Wellness|,Health and Wellness,USA,CA,SF Bay Area,San Francisco,/funding-round/f6e15a5bbfe3412e037d9785dec17ec8,seed,,2014-08-29,2014-08, 2014-Q3 ,2014.0,,
49368,/organization/nextuser,NextUser,|CRM|Marketing Automation|SaaS|Analytics|,CRM,USA,CA,SF Bay Area,San Francisco,/funding-round/59274b55cda2b0d1ea4573ac2af9602d,seed,,2014-04-15,2014-04, 2014-Q2 ,2014.0," 130,000 ",
5334,/organization/aquantia,Aquantia,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Milpitas,/funding-round/9f414ea8f42bbc7a18488c3b12810cf9,venture,D,2009-12-01,2009-12, 2009-Q4 ,2009.0," 35,000,000 ",
75964,/organization/u-s-photonics,U.S. Photonics,|Manufacturing|,Manufacturing,USA,MO,Branson,Springfield,/funding-round/2655853d3e19d7e287507736a50f8a3f,venture,,2010-03-16,2010-03, 2010-Q1 ,2010.0," 150,000 ",
33645,/organization/tagged,if(we),|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/funding-round/5561406349e24b240489e78ff18ed5e4,venture,,2010-01-29,2010-01, 2010-Q1 ,2010.0," 201,975 ",
71741,/organization/techforward,TechForward,|Hardware + Software|,Hardware + Software,USA,CA,Los Angeles,Los Angeles,/funding-round/474b399ca9f0f52dadacff9efbf4acb6,venture,B,2009-08-05,2009-08, 2009-Q3 ,2009.0," 4,300,000 ",
82233,/organization/yelago,Yelago,,,GBR,,London,London,/funding-round/ec603380e3d8b0d513ddeef40d1eadba,angel,,2013-09-01,2013-09, 2013-Q3 ,2013.0,,
82652,/organization/yuantiku,Yuantiku,|Education|,Education,CHN,,Beijing,Beijing,/funding-round/e2fc920efd31947b72dd47d4d0dc6e51,venture,A,2012-08-01,2012-08, 2012-Q3 ,2012.0," 2,200,000 ",
43834,/organization/mediatonic-games,Mediatonic Games,|Video Games|Android|iOS|Apps|Social Media|Mobile|Games|,Social Media,GBR,,London,London,/funding-round/95fa25736d08cfb3f585ad213ef323a4,undisclosed,,2012-01-01,2012-01, 2012-Q1 ,2012.0,,
59185,/organization/reach7,Reach7,|Natural Language Processing|Translation|Social Media Management|Social Media Marketing|,Social Media Marketing,GBR,,London,London,/funding-round/5c271ee99590b64059f11eb25c030a22,seed,,2014-04-30,2014-04, 2014-Q2 ,2014.0," 101,014 ",
60786,/organization/rexante-systems,"Rexante, LLC",|Finance|,Finance,,,,,/funding-round/4860473b150f2cb06ed4e0ab79c6c058,debt_financing,,2012-03-21,2012-03, 2012-Q1 ,2012.0," 280,000 ",
15216,/organization/clifford-thames,Clifford Thames,,,,,,,/funding-round/1615a6d159b45c13b0946827386f51a5,venture,,2010-02-24,2010-02, 2010-Q1 ,2010.0," 9,648,860 ",
2643,/organization/aggregateknowledge,Aggregate Knowledge,|Advertising|,Advertising,USA,CA,SF Bay Area,San Mateo,/funding-round/f8bc922f2b4f4b65083314fd81a09792,venture,D,2011-07-01,2011-07, 2011-Q3 ,2011.0," 14,566,285 ",
10588,/organization/boundless,Boundless,|Education|,Education,USA,MA,Boston,Boston,/funding-round/3952dddf26fc29e1afe37da813a32966,seed,,2012-04-01,2012-04, 2012-Q2 ,2012.0," 1,700,000 ",
33213,/organization/i-predictus,I.Predictus,|Analytics|,Analytics,USA,NJ,Newark,Parsippany,/funding-round/4b6a95a208d4e3cdf2110d618c577265,venture,A,2013-06-26,2013-06, 2013-Q2 ,2013.0," 3,500,000 ",
52629,/organization/oxford-immunotec,Oxford Immunotec,|Biotechnology|Health Care|,Biotechnology,GBR,,London,Abingdon,/funding-round/1b124923c48412ea7705cc3c8e66ae4f,venture,B,2005-08-10,2005-08, 2005-Q3 ,2005.0," 12,550,010 ",
39930,/organization/la-et-lo,LÃ©a et LÃ©o,|Enterprise Software|,Enterprise Software,FRA,,FRA - Other,Hérouville-saint-clair,/funding-round/5f99d06abc7379460fb152f9c0f0cd00,venture,,2010-09-27,2010-09, 2010-Q3 ,2010.0," 674,000 ",
65159,/organization/silk,Silk,|Media|Data Visualization|SEO|Web Tools|Curated Web|,Data Visualization,NLD,,Amsterdam,Amsterdam,/funding-round/0368d40b2d7eb6ee491f7aa5f5aa23aa,seed,,2012-08-01,2012-08, 2012-Q3 ,2012.0," 1,600,000 ",
