,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_list,investor_market,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd
18924,/organization/syncronex,Syncronex,|Hardware + Software|,Hardware + Software,USA,WA,Seattle,Issaquah,/organization/aequitas-capital,Aequitas Capital,,,USA,OR,"Portland, Oregon",Lake Oswego,/funding-round/b88670be451402b3a6cbea790e314415,venture,,2007-11-07,2007-11,2007-Q4,2007," 2,830,000 "
55307,/organization/shareaholic,Shareaholic,|Content Discovery|Content|Mobile|Advertising|Big Data Analytics|Analytics|Web Tools|Curated Web|,Content,USA,MA,Boston,Boston,/person/roy-rodenstein,Roy Rodenstein,,,,,,,/funding-round/59b0191577066313bdf1a10107dcaaa1,seed,,2011-11-10,2011-11,2011-Q4,2011," 2,100,000 "
80686,/organization/namshi,Namshi,|E-Commerce|,E-Commerce,ARE,,Dubai,Dubai,/organization/summit-partners,Summit Partners,,,USA,MA,Boston,Boston,/funding-round/6f23fa280cff0a0adeed155a2336477a,venture,C,2013-05-13,2013-05,2013-Q2,2013," 13,000,000 "
66698,/organization/pipedrive,Pipedrive,|Sales Automation|SaaS|Productivity Software|CRM|Sales and Marketing|Software|,Sales Automation,USA,CA,SF Bay Area,Menlo Park,/person/christopher-muenchhoff,Christopher Muenchhoff,,,,,,,/funding-round/cf55decfc11671d74174a82879862418,seed,,2012-07-31,2012-07,2012-Q3,2012," 1,000,000 "
62876,/organization/arctic-diagnostics,Arctic Diagnostics,|Health Care|,Health Care,FIN,,Turku,Turku,/organization/lifeline-ventures,Lifeline Ventures,|Venture Capital|,Venture Capital,FIN,,Helsinki,Helsinki,/funding-round/3696abf6d009ddaa0925a6392a4dd694,venture,,2012-05-09,2012-05,2012-Q2,2012," 3,496,500 "
90317,/organization/panorama-education,Panorama Education,|Teachers|Big Data Analytics|Education|,Education,USA,MA,Boston,Cambridge,/organization/startup-education,Startup:Education,,,USA,NJ,Newark,Newark,/funding-round/d21097d9a3253a5f588a9d2c561f4d17,seed,,2013-10-21,2013-10,2013-Q4,2013," 4,000,000 "
41448,/organization/guang-lian-shi-dai,Guang Lian Shi Dai,|Advertising|,Advertising,CHN,,Shenzhen,Shenzhen,/organization/saif-partners,SAIF Partners,|Venture Capital|,Venture Capital,HKG,,Hong Kong,Hong Kong,/funding-round/480abbc20a755e4ea8291a0ac30e5a29,venture,A,2010-10-01,2010-10,2010-Q4,2010,
54723,/organization/fondu,Fondu,|Reviews and Recommendations|Location Based Services|Curated Web|,Location Based Services,USA,NY,New York City,New York,/organization/blazer-ventures,Blazer Ventures,,,,,,,/funding-round/5de344f66fb130dbb4ec3b35856c0bf8,seed,,2011-11-01,2011-11,2011-Q4,2011," 575,000 "
64808,/organization/todacell,Todacell,|Advertising|,Advertising,ISR,,Tel Aviv,Ra'anana,/organization/janvest-technologies-llc,JANVEST Technologies,|Angels|Finance|,Finance,ISR,,Netanya,Netanya,/funding-round/0d9a9d1a2def31db4aa47822321a7b74,venture,,2012-06-20,2012-06,2012-Q2,2012," 2,000,000 "
43948,/organization/taptolearn,TapToLearn,|Education|,Education,USA,CA,SF Bay Area,Menlo Park,/organization/khosla-ventures,Khosla Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/63aac7149f970aae905cbbc1b72e7687,seed,,2011-01-01,2011-01,2011-Q1,2011,
29097,/organization/meru-networks,Meru Networks,|Communications Hardware|Technology|Mobile|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,/organization/d-e-shaw-co,D.E. Shaw & Co.,,,USA,NY,New York City,New York,/funding-round/9707c00444b8dc04f0a6f98d70f61ee6,venture,E,2009-04-20,2009-04,2009-Q2,2009," 30,000,000 "
86882,/organization/skiipi,Skiipi,|Curated Web|,Curated Web,BGR,,Sofia,Sofia,/organization/eleven,Eleven,|Finance|Startups|,Startups,BGR,,Sofia,Sofia,/funding-round/3c645a1d0df2c86f37f3ec45edbf85ee,seed,,2013-09-01,2013-09,2013-Q3,2013," 32,165 "
40042,/organization/eegoes,eegoes,|Events|Photography|Video|Social Network Media|Social Media|,Social Network Media,USA,MA,Boston,Boston,/organization/colliseum-international,Colliseum International,,,,,,,/funding-round/70a70fd0b0c8814ace3d54e963899f22,venture,,2010-08-16,2010-08,2010-Q3,2010," 150,000 "
60823,/organization/threatmetrix,ThreatMetrix,|Mobile Security|Cyber|Security|,Mobile Security,USA,CA,SF Bay Area,San Jose,/organization/august-capital,August Capital,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/fb5df0a12936e5fd60438510e648aaa2,venture,D,2012-03-26,2012-03,2012-Q1,2012," 18,000,000 "
106103,/organization/hzo,HZO,|Consumer Electronics|Customer Service|Sales and Marketing|Life Sciences|Hardware + Software|,Hardware + Software,USA,UT,Salt Lake City,Draper,/organization/harris-harris-group,Harris & Harris Group,|Venture Capital|,Venture Capital,USA,NY,New York City,New York,/funding-round/9e1178a772c6571696c001bf84a17e46,venture,B,2014-07-01,2014-07,2014-Q3,2014," 20,000,000 "
91152,/organization/fooda,Fooda,|Enterprise Software|,Enterprise Software,USA,IL,Chicago,Chicago,/organization/valor-equity-partners,Valor Equity Partners,,,USA,IL,Chicago,Chicago,/funding-round/a19bf8fa2f1a8dd0a114f73eda0e68f3,venture,B,2013-11-01,2013-11,2013-Q4,2013," 10,000,000 "
33738,/organization/exagrid-systems,ExaGrid Systems,|Enterprise Software|,Enterprise Software,USA,MA,Worcester,Westborough,/organization/sigma-partners,Sigma Partners,|Venture Capital|,Venture Capital,USA,MA,Boston,Boston,/funding-round/4f1ebdaf234ca23bcc254e3603999b53,venture,E,2009-12-14,2009-12,2009-Q4,2009," 16,000,000 "
80550,/organization/dekko,Dekko,|Computer Vision|3D|Mobile|,Computer Vision,USA,CA,SF Bay Area,San Francisco,/organization/thomvest-ventures,Thomvest Ventures,,,USA,CA,SF Bay Area,Redwood City,/funding-round/97445527a2720316118a8c357c6b2331,venture,,2013-05-09,2013-05,2013-Q2,2013," 3,200,000 "
82505,/organization/visualant,Visualant,|Semiconductors|,Semiconductors,USA,WA,Seattle,Seattle,/organization/coventry-capital,Coventry Capital,,,,,,,/funding-round/bf11db0ea2c66d6630036014fc36cee6,venture,,2013-06-13,2013-06,2013-Q2,2013," 5,000,000 "
65764,/organization/tripl,Tripl,|Location Based Services|Networking|Travel|Social Media|,Location Based Services,USA,NY,New York City,New York,/organization/quotidian-ventures,Quotidian Ventures,,,,,,,/funding-round/7971f8ffcaf42a336617e43764bfbb33,debt_financing,,2012-07-09,2012-07,2012-Q3,2012," 300,000 "
107790,/organization/voyat,Voyat,|Information Technology|,Information Technology,USA,NY,New York City,New York,/organization/scout-ventures,Scout Ventures,,,USA,NY,New York City,New York,/funding-round/39d55b83d2f5f41b370f9fe02cc3e724,seed,,2014-07-29,2014-07,2014-Q3,2014," 1,800,000 "
84867,/organization/mapr-technologies,MapR Technologies,|Big Data Analytics|Enterprises|Big Data|Open Source|Software|Cloud Computing|Analytics|,Big Data Analytics,USA,CA,SF Bay Area,San Jose,/organization/mayfield-fund,Mayfield Fund,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/2522db5c4facc218b1449f234a8923aa,venture,C,2013-07-26,2013-07,2013-Q3,2013," 34,999,994 "
21541,/organization/social-median,Social Median,|Curated Web|,Curated Web,USA,NY,New York City,New York,/person/reed-hundt,Reed Hundt,,,,,,,/funding-round/aec8ef2179facd69012b1da85d7edac4,seed,,2008-03-07,2008-03,2008-Q1,2008," 560,000 "
70246,/organization/topfloor,TopFloor,|Video|Fashion|E-Commerce|Shopping|Social Media|,Social Media,USA,CA,Los Angeles,Santa Monica,/organization/polaris-partners,Polaris Partners,,,USA,MA,Boston,Waltham,/funding-round/0ab3e9dcc7f4886557804d045a751711,venture,,2012-10-16,2012-10,2012-Q4,2012," 6,000,000 "
78141,/organization/t2-biosystems,T2 Biosystems,|Health Care|,Health Care,USA,MA,Boston,Lexington,/organization/polaris-partners,Polaris Partners,,,USA,MA,Boston,Waltham,/funding-round/2f4e5fb02f46173c7ffa93fa54039c4c,venture,E,2013-03-28,2013-03,2013-Q1,2013," 40,000,000 "
75874,/organization/storenvy,Storenvy,|Web Development|Social Buying|Social Media|E-Commerce|,Web Development,USA,CA,SF Bay Area,San Francisco,/organization/intel-capital,Intel Capital,|Investment Management|,Investment Management,USA,CA,SF Bay Area,Santa Clara,/funding-round/b727f2ed3b321e3e27bb2bd7c24d8989,venture,A,2013-02-12,2013-02,2013-Q1,2013," 5,000,000 "
16523,/organization/kyte,Kyte,|Media|iPhone|Mobile|Video|Games|,Video,USA,CA,SF Bay Area,San Francisco,/person/ron-conway,Ron Conway,,,,,,,/funding-round/3eb015fc4032117374e5a4bfba6f9dc7,venture,A,2007-07-01,2007-07,2007-Q3,2007," 2,250,000 "
54808,/organization/gaosi-education-group,Gaosi Education Group,|Education|,Education,,,,,/organization/morningside-group,Morningside Group,,,CHN,,Shanghai,Shanghai,/funding-round/868178777dd80873eb0aabd1f5b3163b,venture,,2011-11-01,2011-11,2011-Q4,2011,
61688,/organization/remitly,Remitly,|Finance|Mobile Payments|Mobile|,Mobile Payments,USA,WA,Seattle,Seattle,/person/chase-franklin,Chase Franklin,,,,,,,/funding-round/c499629e2f1edb02bc20645796582983,seed,,2012-04-11,2012-04,2012-Q2,2012," 1,650,000 "
16691,/organization/winking-entertainment,Winking Entertainment,|Games|,Games,CHN,,Taiwan,Taiwan,/organization/translink-capital,Translink Capital,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/b31ec526ac138e17899b077f95d8b75b,venture,B,2007-07-13,2007-07,2007-Q3,2007,
66615,/organization/wordstream,WordStream,|Advertising|,Advertising,USA,MA,Boston,Boston,/organization/sigma-partners,Sigma Partners,|Venture Capital|,Venture Capital,USA,MA,Boston,Boston,/funding-round/ef3292c5aaf23176fd0e2c3f2997bf69,venture,C,2012-07-30,2012-07,2012-Q3,2012," 6,000,000 "
59672,/organization/gift-card-impressions,Gift Card Impressions,|Consumer Goods|,Consumer Goods,USA,MO,Kansas City,Kansas City,/organization/openair-ventures,OPENAIR Equity Partners,,,USA,MO,Kansas City,Kansas City,/funding-round/f3a58ebc16058fd86d85eaeacdf494d2,undisclosed,,2012-02-28,2012-02,2012-Q1,2012,
57435,/organization/plazapoints-cuponium,Plazapoints (Cuponium),|Comparison Shopping|Coupons|Discounts|,Discounts,PER,,Lima,Lima,/organization/wayra,Wayra,|Financial Services|Startups|ICT|Incubators|Finance|,Financial Services,ESP,,Madrid,Madrid,/funding-round/bed4fedba828ddb61c9744820feb44b1,seed,,2012-01-01,2012-01,2012-Q1,2012," 50,000 "
65133,/organization/finalsite,finalsite,|Education|,Education,USA,CT,Hartford,East Hartford,/organization/spectrum-equity-investors,Spectrum Equity,,,USA,MA,Boston,Boston,/funding-round/93c83bd838228d39060d6d49aff2a9e0,undisclosed,,2012-06-28,2012-06,2012-Q2,2012,
48306,/organization/molecular-imaging-research,Molecular Imaging,|Biotechnology|,Biotechnology,USA,MI,Detroit,Ann Arbor,/organization/baird-capital,Baird Capital,|Financial Services|,Financial Services,GBR,,London,London,/funding-round/a2750b698f58f3994b4e6486297bbad2,venture,A,2011-05-09,2011-05,2011-Q2,2011," 7,000,000 "
97845,/organization/varsity-news-network,Varsity News Network,|Sports|,Sports,USA,MI,Grand Rapids,Grand Rapids,/organization/start-garden,Start Garden,,,USA,MI,Grand Rapids,Grand Rapids,/funding-round/d30d22d224664310c100c2e38d99ba70,venture,A,2014-02-17,2014-02,2014-Q1,2014," 3,000,000 "
91859,/organization/good-co,Good.Co,|Psychology|Human Resources|Social Media|Big Data|Recruiting|Networking|Analytics|,Human Resources,USA,CA,SF Bay Area,San Francisco,/organization/playfair-capital,Playfair Capital,|Startups|Finance|Technology|,Technology,GBR,,London,London,/funding-round/1c6d881774b7466173bb8f4c474e8f00,seed,,2013-11-12,2013-11,2013-Q4,2013," 1,450,000 "
60325,/organization/dogvacay,DogVacay,|Pets|,Pets,USA,CA,Los Angeles,Santa Monica,/organization/science,Science,|Finance|,Finance,,,,,/funding-round/100cbab69749210c3eb8fbde42760c8f,venture,A,2012-03-09,2012-03,2012-Q1,2012," 1,000,000 "
94193,/organization/imagistx,Imagistx,|Health and Wellness|,Health and Wellness,CAN,ON,Toronto,Markham,/organization/igan-partners,iGan Partners,,,CAN,ON,Toronto,Toronto,/funding-round/ff3dfb67ef9349c432913ee85685462b,venture,,2013-12-19,2013-12,2013-Q4,2013," 4,200,000 "
16733,/organization/rocketalk,RockeTalk,|Messaging|,Messaging,,,,,/organization/edf-ventures,EDF Ventures,,,USA,MI,Detroit,Ann Arbor,/funding-round/8af23c0e284cdf2a78408b76e633e071,venture,A,2007-07-17,2007-07,2007-Q3,2007," 7,100,000 "
64697,/organization/oxford-immunotec,Oxford Immunotec,|Biotechnology|Health Care|,Biotechnology,GBR,,London,Abingdon,/organization/spark-ventures,Spark Ventures,,,GBR,,London,London,/funding-round/6cd070b779e2c3c76ef0a758d80cb4ed,venture,,2012-06-18,2012-06,2012-Q2,2012," 28,000,000 "
40940,/organization/ak-networks,AdKeeper,|Advertising|,Advertising,USA,NY,New York City,New York,/person/scott-kurnit,Scott Kurnit,,,,,,,/funding-round/c1e1aa1c022bf2609970ab1d25e8db47,venture,A,2010-09-15,2010-09,2010-Q3,2010," 8,000,000 "
19649,/organization/d-square-nv,D square nv,|Health and Wellness|Data Mining|Software|,Data Mining,BEL,,Brussels,Hasselt,/person/founders-d-square,Founders D square,,,,,,,/funding-round/1417181c0e6a4a34c7e0b31eaba3b62e,seed,,2007-12-21,2007-12,2007-Q4,2007," 194,130 "
108081,/organization/admithub,AdmitHub,|Education|,Education,,,,,/person/kevin-morgan-3,Kevin Morgan,,,,,,,/funding-round/13327bcbb2cdbfda5b2c03417e99d30a,seed,,2014-08-01,2014-08,2014-Q3,2014," 85,000 "
90610,/organization/real-food-works,Real Food Works,|Nutrition|Health and Wellness|Hospitality|,Hospitality,USA,PA,Philadelphia,Philadelphia,/organization/startup-phl,StartUp PHL,|Startups|,Startups,USA,PA,Philadelphia,Philadelphia,/funding-round/e0fa101bc8acbee1e1096b87c181aafa,venture,,2013-10-24,2013-10,2013-Q4,2013," 200,000 "
20634,/organization/allegro-development-corporation,Allegro Development Corporation,|Software|,Software,USA,TX,Dallas,Dallas,/organization/tudor-ventures,Tudor Growth Equity,,,USA,MA,Boston,Boston,/funding-round/4cb908616e2a09468e1a5b0160235f5a,venture,A,2008-01-31,2008-01,2008-Q1,2008,
32920,/organization/yidio,Yidio,|Internet TV|Content Discovery|Search|Guides|Entertainment|Television|Video|,Content Discovery,USA,CA,SF Bay Area,San Francisco,/person/jamie-crouthamel,Jamie Crouthamel,,,,,,,/funding-round/b1b9316a67a0a72d7c02e81929d74e3e,seed,,2009-11-12,2009-11,2009-Q4,2009," 350,000 "
68482,/organization/karus-therapeutics,Karus Therapeutics,|Biotechnology|,Biotechnology,GBR,,GBR - Other,Chilworth,/organization/sv-life-sciences,SV Life Sciences,,,USA,MA,Boston,Boston,/funding-round/3616e2d91de89863f3a7c9722cb363d7,venture,B,2012-09-06,2012-09,2012-Q3,2012," 7,600,000 "
97505,/organization/kaltura,Kaltura,|Web CMS|Content|Video Editing|Open Source|Music|Web Tools|Media|Collaboration|Video|Software|,Content,,,,,/organization/intel-capital,Intel Capital,|Investment Management|,Investment Management,USA,CA,SF Bay Area,Santa Clara,/funding-round/1f6077d7d75aa81d656476d88ba1e16b,venture,E,2014-02-11,2014-02,2014-Q1,2014," 47,000,000 "
58841,/organization/amicus,Amicus,|Colleges|Software|Social Media|Politics|Nonprofits|,Nonprofits,USA,NY,New York City,New York,/organization/quotidian-ventures,Quotidian Ventures,,,,,,,/funding-round/436c357d67467bebfcd10655808a7541,seed,,2012-02-01,2012-02,2012-Q1,2012," 580,000 "
102160,/organization/ayla-networks,Ayla Networks,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Sunnyvale,/organization/sjf-ventures,SJF Ventures,|Non Profit|,Non Profit,USA,NC,Raleigh,Durham,/funding-round/551b87ecd822cd67129d958496b33f5d,venture,B,2014-04-30,2014-04,2014-Q2,2014," 14,500,000 "
63369,/organization/sunrun,Sunrun,|Clean Energy|Residential Solar|Solar|Clean Technology|,Solar,USA,CA,SF Bay Area,San Francisco,/organization/foundation-capital,Foundation Capital,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/140f154550ed36af06105717b3e74760,venture,D,2012-05-23,2012-05,2012-Q2,2012," 60,000,000 "
28268,/organization/aigou,Aigou,|Social Media|,Social Media,CHN,,Beijing,Beijing,/organization/idg-capital-partners,IDG Capital Partners,|Venture Capital|Finance|,Finance,CHN,,Beijing,Beijing,/funding-round/5c797b5c85c9bbbef0d102c7341e70c9,venture,A,2009-03-01,2009-03,2009-Q1,2009," 10,000,000 "
29692,/organization/peer39,Peer39,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/canaan-partners,Canaan Partners,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/1524eff870d84ffb13ec676519455d41,venture,C,2009-05-27,2009-05,2009-Q2,2009," 10,500,000 "
11069,/organization/signiant,Signiant,|Software|,Software,USA,MA,Boston,Burlington,/organization/boston-capital-ventures,Boston Capital Ventures,,,USA,MA,Boston,Boston,/funding-round/946afe21887ce5f2797b1f7b8521f9e9,venture,,2006-09-13,2006-09,2006-Q3,2006," 10,000,000 "
96618,/organization/boombotix,Boombotix,|Gadget|Consumer Electronics|Hardware|Mobile|Hardware + Software|,Mobile,USA,CA,SF Bay Area,San Francisco,/person/casey-sturman,Casey Sturman,,,,,,,/funding-round/40251cb79a1722200a9f3a19857bb259,venture,A,2014-01-30,2014-01,2014-Q1,2014," 4,000,000 "
24532,/organization/zozi,ZOZI,|Travel|Active Lifestyle|SaaS|E-Commerce|,Travel,USA,CA,SF Bay Area,San Francisco,/organization/zig-capital,ZIG Capital,,,USA,NY,New York City,New York,/funding-round/8c54c618145bfeccb999783535f504a6,seed,,2008-08-01,2008-08,2008-Q3,2008," 1,300,000 "
51736,/organization/occipital,Occipital,|Photography|Software|,Software,USA,CO,Denver,Boulder,/organization/foundry-group,Foundry Group,|Startups|Finance|Consumer Electronics|Internet|Software|,Software,USA,CO,Denver,Boulder,/funding-round/590d585877cd6338b55c6be753ce7ef0,venture,A,2011-08-10,2011-08,2011-Q3,2011," 7,000,000 "
26186,/organization/rockyou,RockYou,|Mobile|Online Gaming|Online Video Advertising|Facebook Applications|Messaging|Photography|Web Tools|Games|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/softbank-capital,SoftBank Capital,,,USA,NY,New York City,New York,/funding-round/e405369fbc7ef2894b60e869eeef9f84,venture,C,2008-11-03,2008-11,2008-Q4,2008," 17,000,000 "
110307,/organization/apropose,Apropose,|Big Data|Design|Analytics|,Design,USA,CA,SF Bay Area,Mountain View,/organization/andreessen-horowitz,Andreessen Horowitz,|Finance|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/bc8a0440761c420364567997023bd703,seed,,2014-09-11,2014-09,2014-Q3,2014," 1,875,000 "
26633,/organization/eventbrite,Eventbrite,|Events|Curated Web|,Events,USA,CA,SF Bay Area,San Francisco,/person/david-sacks,David Sacks,,,,,,,/funding-round/f387f52adb5b0283b5318c62e4229013,venture,A,2008-12-01,2008-12,2008-Q4,2008," 1,500,000 "
49587,/organization/proterra,Proterra,|Public Transportation|,Public Transportation,USA,SC,Greenville - Spartanburg,Greenville,/organization/sc-launch,SC Launch,,,USA,SC,"Columbia, South Carolina",Columbia,/funding-round/6ea313ca8af292acc6b98786b7edc3b8,venture,,2011-06-13,2011-06,2011-Q2,2011," 30,000,000 "
12086,/organization/texxi,Texxi,|Collaborative Consumption|Big Data|Logistics|Cloud Computing|Transportation|Public Transportation|,Logistics,,,,,/person/frehiwot-fisseha,Frehiwot Fisseha,,,,,,,/funding-round/fa19e1090ddc78386661c851e3457fe0,seed,,2006-11-09,2006-11,2006-Q4,2006," 285,455 "
90932,/organization/santhera-pharmaceuticals-holding,Santhera Pharmaceuticals Holding,|Biotechnology|,Biotechnology,CHE,,CHE - Other,Liestal,/organization/ya-global,YA Global,,,,,,,/funding-round/29a5fade886dfdfe00b703c9baaf88cf,private_equity,,2013-10-30,2013-10,2013-Q4,2013," 11,141,000 "
86679,/organization/shoppad,ShopPad,|Mobile|SaaS|iPad|Mobile Commerce|Tablets|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,Oakland,/person/walt-doyle,Walt Doyle,,,,,,,/funding-round/3f8c99c39c0ca1d81ef6cab0118d0656,seed,,2013-08-28,2013-08,2013-Q3,2013," 500,000 "
57931,/organization/fogg-mobile,Fogg Mobile,|Internet of Things|Mobile|,Internet of Things,USA,CA,SF Bay Area,San Francisco,/organization/inventure-partners,InVenture Partners,|Venture Capital|,Venture Capital,RUS,,Moscow,Moscow,/funding-round/f0365c91941f0890ae5f7903afb257d4,venture,A,2012-01-09,2012-01,2012-Q1,2012," 2,560,000 "
2377,/organization/g-nostics,g-Nostics,,,GBR,,London,Didcot,/organization/oxford-capital-partners,Oxford Capital Partners,,,GBR,,London,Oxford,/funding-round/b70cc2c72785efa8685dfe85eefe1520,undisclosed,,2004-06-29,2004-06,2004-Q2,2004," 1,365,870 "
37345,/organization/glassbox,GlassBox,|Games|,Games,CAN,ON,Toronto,Mississauga,/organization/relay-ventures,Relay Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/56e22a72f8fbbe0ca0cad40474d6447d,venture,,2010-05-01,2010-05,2010-Q2,2010," 9,000,000 "
