,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_list,investor_market,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd
17888,/organization/oanda,OANDA,|Trading|Finance|,Finance,CAN,ON,Toronto,Toronto,/organization/legg-mason,Legg Mason,,,USA,MD,Baltimore,Baltimore,/funding-round/fd1be515ed76c78b97ad42fd32d80608,venture,B,2007-09-17,2007-09,2007-Q3,2007," 100,000,000 "
17925,/organization/solazyme,Solazyme,|Chemicals|Clean Technology|,Chemicals,USA,CA,SF Bay Area,South San Francisco,/organization/bluecrest-capital-finance,Bluecrest Capital Finance,,,GBR,,London,London,/funding-round/f6f7fd5af1585e718aa6b0ac851d7959,debt_financing,,2007-09-19,2007-09,2007-Q3,2007," 5,000,000 "
66006,/organization/cloudability,Cloudability,|Finance|Billing|Cloud Computing|Enterprise Software|,Cloud Computing,USA,OR,"Portland, Oregon",Portland,/person/chris-logan,Chris Logan,,,,,,,/funding-round/2d35d3ba285531dde203a55a05a919f0,venture,A,2012-07-12,2012-07,2012-Q3,2012," 8,700,000 "
95214,/organization/ethical-electric,Ethical Electric,|Energy|Renewable Energies|Clean Energy|Clean Technology|,Renewable Energies,USA,DC,"Washington, D.C.",Washington,/person/matthew-palevsky,Matthew Palevsky,,,,,,,/funding-round/a406e77698f3e8e12721692130406100,venture,A,2014-01-07,2014-01,2014-Q1,2014," 11,000,000 "
52495,/organization/guestdriven,GuestDriven,|Mobile|,Mobile,CAN,QC,Montreal,Montréal,/organization/palos-capital,Palos Capital,,,,,,,/funding-round/519755a11a1db52b3b3ee58e926fb3fd,venture,,2011-09-01,2011-09,2011-Q3,2011," 1,500,000 "
30954,/organization/bill-com,Bill.com,|SaaS|Finance|,SaaS,USA,CA,SF Bay Area,Palo Alto,/organization/emergence-capital-partners,Emergence Capital Partners,,,USA,CA,SF Bay Area,San Mateo,/funding-round/b30d6d474d88b6d908bd933cd47cb802,venture,B,2009-08-04,2009-08,2009-Q3,2009," 8,500,000 "
96804,/organization/worth-foundation-fund,Worth Foundation Fund,|Investment Management|Finance|,Finance,GBR,,Weybridge,Weybridge,/organization/seedrs,Seedrs,|Finance|,Finance,GBR,,London,London,/funding-round/6458496e10839f30f3becd595c3c749d,equity_crowdfunding,,2014-02-01,2014-02,2014-Q1,2014," 493,683 "
102649,/organization/metacloud,Metacloud,|Enterprises|Cloud Computing|Cloud Management|Enterprise Software|,Cloud Management,USA,CA,Los Angeles,Pasadena,/organization/canaan-partners,Canaan Partners,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/6476230b12286c0a4732dbd1ecd77d3d,venture,B,2014-05-07,2014-05,2014-Q2,2014," 15,000,000 "
1352,/organization/enocean,EnOcean,|Wireless|Mobile|,Wireless,DEU,,Oberhaching,Oberhaching,/organization/siemens-venture-capital,Siemens Venture Capital,|Venture Capital|,Venture Capital,DEU,,Munich,Munich,/funding-round/29ca9f4fbb4b77a09db283e353b10cfd,venture,A,2002-02-13,2002-02,2002-Q1,2002," 3,492,400 "
24515,/organization/evolver,Evolver,|Virtual Worlds|Entertainment|Games|,Games,USA,CA,Anaheim,Aliso Viejo,/organization/rho-canada,Rho Canada,,,USA,NY,New York City,New York,/funding-round/9abc68f7bb1ab22da454bd39da8d270a,seed,,2008-08-01,2008-08,2008-Q3,2008," 800,000 "
74067,/organization/the-new-motion,The New Motion,|Clean Technology|,Clean Technology,NLD,,Amsterdam,Amsterdam,/person/ritsaart-van-montfrans,Ritsaart van Montfrans,,,,,,,/funding-round/e0d95234f16bc2ca11f3020aaf7c83c8,venture,C,2013-01-01,2013-01,2013-Q1,2013," 11,224,036 "
11615,/organization/global-locate,Global Locate,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,/organization/gc-investments,GC Investments,,,POL,,POL - Other,Golejow,/funding-round/f46910ef5777f1c9c5c8d3ffc078a0c4,venture,E,2006-10-18,2006-10,2006-Q4,2006," 8,000,000 "
76488,/organization/search-technologies-ru,Search Technologies (RU),|Search|,Search,RUS,,RUS - Other,,/organization/ashmanov-partners,Ashmanov & Partners,|Business Services|Advertising|,Business Services,RUS,,Moscow,Moscow,/funding-round/01d53d18e4f6a509c93e0af5cc85e885,undisclosed,,2013-02-26,2013-02,2013-Q1,2013,
15846,/organization/respectance,Respectance,|Social Media|,Social Media,USA,CA,SF Bay Area,San Mateo,/organization/solid-ventures,Solid Ventures,,,NLD,,Amsterdam,Amsterdam,/funding-round/b8160d2a2f26f3514fa1286eb017eff7,seed,,2007-06-01,2007-06,2007-Q2,2007," 250,000 "
106410,/organization/shephertz-technologies-pvt-ltd,ShepHertz,|PaaS|Enterprise Software|,PaaS,,,,,/person/sashi-reddi,Sashi Reddi,,,,,,,/funding-round/b5ff018e2c797464adae167a01ad595f,venture,,2014-07-05,2014-07,2014-Q3,2014," 1,200,000 "
110502,/organization/wealthsimple,Wealthsimple,|Impact Investing|Investment Management|Finance|,Finance,CAN,ON,Toronto,Toronto,/person/joe-canavan,Joe Canavan,,,,,,,/funding-round/e42302334ebd5ee0acbee17b48156889,seed,,2014-09-15,2014-09,2014-Q3,2014," 1,900,000 "
23980,/organization/carbonetworks,Carbonetworks,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,San Francisco,/organization/ngen-ventures,NGEN Partners,,,USA,CA,Santa Barbara,Santa Barbara,/funding-round/dadb4cffa57f827db5a0b7599c19191e,venture,A,2008-07-01,2008-07,2008-Q3,2008," 5,000,000 "
68469,/organization/quirky,Quirky,|Crowdsourcing|E-Commerce|,E-Commerce,USA,NY,New York City,New York,/organization/kleiner-perkins-caufield-byers,Kleiner Perkins Caufield & Byers,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/acfa938bfd8d18febe885c46347d7f2e,venture,C,2012-09-06,2012-09,2012-Q3,2012," 68,000,000 "
33979,/organization/eosemi,eoSemi,|Semiconductors|,Semiconductors,GBR,,Rotherham,Rotherham,/organization/enterprise-ventures-limited,Enterprise Ventures,,,GBR,,Preston,Preston,/funding-round/aa9e9c36f63d313f0fdbd7895b173508,venture,A,2009-12-24,2009-12,2009-Q4,2009,
24909,/organization/daptiv,Daptiv,|SaaS|Project Management|Collaboration|Software|,Collaboration,USA,WA,Seattle,Seattle,/organization/kennet-venture-partners,Kennet Partners,,,GBR,,London,London,/funding-round/09639cef3f991c0557f1eef8da5e4d73,venture,B,2008-08-28,2008-08,2008-Q3,2008," 6,000,000 "
95344,/organization/gamer-guides,Gamer Guides,|Games|,Games,,,,,/organization/sosventures,SOSventures,|Finance|,Finance,USA,TX,Austin,Austin,/funding-round/ff01f40816292fc5f08e49cf30cb353f,seed,,2014-01-09,2014-01,2014-Q1,2014,
82071,/organization/urbanindo,UrbanIndo,|E-Commerce|Real Estate|,E-Commerce,IDN,,Jakarta,Bandung,/organization/east-ventures,East Ventures,,,JPN,,Tokyo,Tokyo,/funding-round/73a2cd7a929f1ed3745fdabbcb28821f,venture,A,2013-06-05,2013-06,2013-Q2,2013," 2,000,000 "
34211,/organization/windpole-ventures,WindPole Ventures,|Analytics|,Analytics,USA,MA,MA - Other,Arlington Heights,/organization/mass-clean-energy-center,Mass Clean Energy Center,,,USA,MA,Boston,Boston,/funding-round/ac83b6aa49fe610a330cc80379504388,venture,A,2010-01-01,2010-01,2010-Q1,2010," 1,025,000 "
78729,/organization/weespring,weeSpring,|Finance|Parenting|E-Commerce|Social Media|Curated Web|,Social Media,USA,NY,New York City,New York,/organization/techstars,Techstars,|Startups|Venture Capital|Finance|,Venture Capital,USA,CO,Denver,Boulder,/funding-round/2be4762c5be4c00cd87c02452507c3c4,seed,,2013-04-02,2013-04,2013-Q2,2013," 200,000 "
72390,/organization/introhive,Introhive,|Sales and Marketing|SaaS|Software|,Sales and Marketing,USA,DC,"Washington, D.C.",Washington,/organization/new-brunswick-innovation-foundation,New Brunswick Innovation Foundation,,,CAN,NS,Fredericton,Fredericton,/funding-round/47c061582d2a336e84fa5bf24d1a01ee,venture,A,2012-12-01,2012-12,2012-Q4,2012," 1,800,000 "
14103,/organization/iwedia-technologies,Iwedia Technologies,|Software|,Software,FRA,,Rennes,Rennes,/organization/ixcore,IXcore,,,FRA,,FRA - Other,Marly-le-roi,/funding-round/325bfebc371c77fb111623e76e5069fb,venture,D,2007-02-27,2007-02,2007-Q1,2007," 5,170,000 "
93089,/organization/coda-payments,Coda Payments,|Payments|Mobile|,Mobile,SGP,,Singapore,Singapore,/organization/gmo-venture-partners,GMO Venture Partners,|Venture Capital|,Venture Capital,JPN,,Tokyo,Tokyo,/funding-round/6c7e9bd99717d04ed77bb93059a45733,venture,A,2013-12-02,2013-12,2013-Q4,2013," 2,300,000 "
48695,/organization/vyou,VYou,|Curated Web|,Curated Web,USA,NY,New York City,New York,/organization/highland-capital-partners,Highland Capital Partners,,,USA,MA,Boston,Cambridge,/funding-round/69fa707eeffa96c4bfdeb8ee2255fb1a,venture,A,2011-05-23,2011-05,2011-Q2,2011," 3,000,000 "
31051,/organization/zap,ZAP,|Automotive|,Automotive,USA,CA,Napa Valley,Santa Rosa,/organization/cathaya-capital,Cathaya Capital,,,CHN,,Shanghai,Shanghai,/funding-round/dd133e6e8c9f8af17513d499799bae9a,venture,,2009-08-10,2009-08,2009-Q3,2009," 25,000,000 "
102259,/organization/swiftshift,Swift Shift,|Software|,Software,GBR,,London,London,/organization/episode,Episode 1,,,GBR,,London,London,/funding-round/2e76287d0606a929e926312e68d6c61e,venture,,2014-05-01,2014-05,2014-Q2,2014, -   
74053,/organization/smart-gardener,Smart Gardener,|Curated Web|,Curated Web,USA,CA,Napa Valley,Healdsburg,/person/peggy-mccarthy,Peggy McCarthy,,,,,,,/funding-round/7a43de11e9769379e9f8fe064a299aa3,seed,,2013-01-01,2013-01,2013-Q1,2013," 125,000 "
58131,/organization/gidsy,Gidsy,|Collaborative Consumption|E-Commerce|Tourism|Marketplaces|Travel|,E-Commerce,DEU,,Berlin,Berlin,/organization/sunstone-capital,Sunstone Capital,,,DNK,,Copenhagen,Copenhagen,/funding-round/35d851eeb80aa075a5b533daeb773af4,seed,,2012-01-16,2012-01,2012-Q1,2012," 1,200,000 "
27525,/organization/ubicom,Ubicom,|Software|,Software,USA,CA,SF Bay Area,San Jose,/organization/mayfield-fund,Mayfield Fund,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/b1823b84fba437ac7668fd9dc077e6b9,venture,E,2009-01-13,2009-01,2009-Q1,2009," 7,000,000 "
22036,/organization/aperto-networks,Aperto Networks,|Wireless|Mobile|,Mobile,USA,CA,SF Bay Area,Milpitas,/organization/labrador-ventures,Labrador Ventures,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/14bd3edd3b77fcc40ed59eb8464c6ff8,venture,F,2008-04-02,2008-04,2008-Q2,2008," 20,000,000 "
69650,/organization/objectlabs,ObjectLabs,|Databases|Cloud Computing|Software|,Software,USA,CA,SF Bay Area,San Francisco,/person/david-cohen,David Cohen,,,,,,,/funding-round/2c9c52451b5eb73785394f59e2cdfbd1,venture,B,2012-10-01,2012-10,2012-Q4,2012," 5,000,000 "
26996,/organization/kalobios-pharmaceuticals,KaloBios Pharmaceuticals,|Health Care|Biotechnology|,Health Care,USA,CA,SF Bay Area,South San Francisco,/organization/genzyme-ventures,Genzyme Ventures,,,USA,MA,Boston,Cambridge,/funding-round/1fb51d1c44b9bcc8e4d3f5a9c0f44a43,venture,D,2008-12-22,2008-12,2008-Q4,2008," 12,000,000 "
84762,/organization/stayntouch,StayNTouch,|Startups|Hotels|Mobile|Enterprise Software|,Hotels,USA,MD,"Washington, D.C.",Bethesda,/organization/concur,Concur,|Travel & Tourism|Payments|Travel|,Travel & Tourism,,,,,/funding-round/3f02a9ce7b6277f5cf88413ba3625f9e,seed,,2013-07-25,2013-07,2013-Q3,2013," 2,100,000 "
6541,/organization/perfect-commerce,Perfect Commerce,|Public Relations|Procurement|SaaS|Software|,Public Relations,DEU,,DEU - Other,Deutsch,/organization/oak-hill-capital-partners,Oak Hill Capital Partners,,,USA,NY,New York City,New York,/funding-round/cea32c930f3053a6e5c2462e5445e0be,venture,,2005-11-17,2005-11,2005-Q4,2005," 30,000,000 "
94014,/organization/viewray,ViewRay,|Biotechnology|Health Care|,Biotechnology,USA,OH,Cleveland,Cleveland,/organization/hercules-technology-growth-capital,Hercules Technology Growth Capital,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/e08d276b1045b3359e431b4786cff572,venture,,2013-12-17,2013-12,2013-Q4,2013," 30,000,000 "
109627,/organization/uzabase,Uzabase,|Information Technology|,Information Technology,JPN,,Tokyo,Tokyo,/organization/smbc-venture-capital,SMBC Venture Capital,,,JPN,,Tokyo,Tokyo,/funding-round/c87d0017bf4f8ea8bbd3ba42e50d157e,venture,C,2014-08-29,2014-08,2014-Q3,2014," 4,500,000 "
68848,/organization/virident-systems,Virident Systems,|Technology|Clean Technology|Hardware|Enterprise Software|,Technology,USA,CA,SF Bay Area,Milpitas,/organization/artiman-ventures,Artiman Ventures,,,USA,CA,SF Bay Area,East Palo Alto,/funding-round/37233de4e010a1031ac74b60ee0e9220,venture,D,2012-09-18,2012-09,2012-Q3,2012," 26,000,000 "
79949,/organization/sensor-tower,Sensor Tower,|Android|iOS|Mobile|,Android,USA,CA,SF Bay Area,San Francisco,/organization/angelpad,AngelPad,|Product Design|,Product Design,USA,CA,SF Bay Area,San Francisco,/funding-round/c0a66c0a7e355bdb9f7ed7434a248fa8,seed,,2013-05-01,2013-05,2013-Q2,2013,
9413,/organization/datang-mobile-communications-equipment,DATANG MOBILE COMMUNICATIONS EQUIPMENT,|Mobile|,Mobile,CHN,,Beijing,Beijing,/organization/seabright-asset-management,SeaBright Asset Management,,,,,,,/funding-round/6aa1d45c96ba364f27b9c7ea53f20612,venture,,2006-05-29,2006-05,2006-Q2,2006," 25,000,000 "
91777,/organization/green-earth-aerogel-technologies,Green Earth Aerogel Technologies,|Services|,Services,ESP,,Barcelona,Barcelona,/organization/startupbootcamp,Startupbootcamp,|Investment Management|Finance|Startups|,Investment Management,GBR,,London,London,/funding-round/79808aeb903089d3a5be983e5df1e6d9,seed,,2013-11-11,2013-11,2013-Q4,2013," 19,299 "
13525,/organization/achronix-semiconductor,Achronix Semiconductor,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/battery-ventures,Battery Ventures,|Technology|,Technology,USA,MA,Boston,Waltham,/funding-round/3eaba3e2d617b28ce497167af194d8a5,venture,A,2007-01-23,2007-01,2007-Q1,2007," 25,400,000 "
35698,/organization/yoyi-media,Yoyi Media,|Advertising|,Advertising,CHN,,Beijing,Beijing,/organization/steamboat-ventures,Steamboat Ventures,,,USA,CA,Los Angeles,Burbank,/funding-round/24f8feb2ad63bcc29b70445ec84ffb5d,venture,A,2010-02-24,2010-02,2010-Q1,2010,
14402,/organization/flurry,Flurry,|Mobile|Advertising|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/draper-richards,Draper Richards,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/77b7a85d5e91c460227e98828bb99f5a,venture,A,2007-03-08,2007-03,2007-Q1,2007," 3,500,000 "
19189,/organization/fate-therapeutics,Fate Therapeutics,|Biotechnology|,Biotechnology,USA,CA,San Diego,La Jolla,/organization/polaris-partners,Polaris Partners,,,USA,MA,Boston,Waltham,/funding-round/04486805ba8161c0b75da91f9cd1ca26,venture,A,2007-11-29,2007-11,2007-Q4,2007," 12,000,000 "
232,/organization/infoteria,Infoteria Corporation,|Web Development|Software|,Software,JPN,,Tokyo,Tokyo,/person/yoshiyuki-kitahara-2,Yoshiyuki Kitahara,,,,,,,/funding-round/0b03696024d9e3f317e4e7c0d1a02af7,seed,,1998-09-01,1998-09,1998-Q3,1998," 200,000 "
42508,/organization/xeros,Xeros,|Clean Technology|,Clean Technology,,,,,/organization/finance-yorkshire,Finance Yorkshire,,,GBR,,Barnsley,Barnsley,/funding-round/f87c652e3f06567a989f1e149f4d20b2,venture,,2010-11-08,2010-11,2010-Q4,2010," 5,646,169 "
107765,/organization/eyenetra,EyeNetra,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/khosla-ventures,Khosla Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/a0cb3a441699b7f7a05b415d7ff1517c,venture,A,2014-07-29,2014-07,2014-Q3,2014," 4,000,000 "
43513,/organization/sungevity,Sungevity,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,Oakland,/organization/brightpath-capital-partners,Brightpath Capital Partners,,,USA,CA,SF Bay Area,Oakland,/funding-round/aaa85223ffb6fd4180f333bfc5790aca,venture,C,2010-12-15,2010-12,2010-Q4,2010," 15,000,000 "
58761,/organization/bti-systems,BTI Systems,|Software|,Software,USA,MA,Boston,Littleton,/organization/bain-capital-ventures,Bain Capital Ventures,,,USA,MA,Boston,Boston,/funding-round/42e1a4388f75a3e824822768bf53a336,venture,,2012-02-01,2012-02,2012-Q1,2012," 23,000,000 "
73669,/organization/jobhoreca,JobHoreca,,,,,,,/organization/impulsevc,ImpulseVC,,,RUS,,Moscow,Moscow,/funding-round/006bd29092d3ebca1e64ced44d1e56a3,venture,,2013-01-01,2013-01,2013-Q1,2013,
7329,/organization/badongo-com,Badongo.com,|Storage|Flash Storage|File Sharing|Web Hosting|,Web Hosting,USA,CA,Los Angeles,Santa Monica,/person/stephan-paternot-acturas-funds,Stephan Paternot (Actarus Funds),,,,,,,/funding-round/6b84d1b505fafcd374a1cd9fdb7e7ad3,venture,A,2006-01-01,2006-01,2006-Q1,2006,
113865,/organization/col-tris,Colatris,|SaaS|Emerging Markets|Mobile|Mobile Software Tools|Enterprise Software|Translation|,SaaS,,,,,/organization/techstars,Techstars,|Startups|Venture Capital|Finance|,Venture Capital,USA,CO,Denver,Boulder,/funding-round/c471d4f241bf4a222f212b86bfb6d69c,seed,,2014-11-14,2014-11,2014-Q4,2014," 118,000 "
40749,/organization/ooyala,Ooyala,|Video|Analytics|,Video,USA,CA,SF Bay Area,Mountain View,/organization/itochu-corporation,ITOCHU Corporation,,,JPN,,Tokyo,Tokyo,/funding-round/179eac9cae3150a61d9652baa13ef865,venture,D,2010-09-09,2010-09,2010-Q3,2010," 24,000,000 "
84937,/organization/gridgain-systems,GridGain Systems,|Analytics|,Analytics,USA,CA,SF Bay Area,Foster City,/organization/rtp-ventures,RTP Ventures,,,USA,NY,New York City,New York,/funding-round/4afcf284a81b2a2c266297926c810cda,venture,B,2013-07-29,2013-07,2013-Q3,2013," 10,000,000 "
85212,/organization/thirdlove,ThirdLove,|Mobile Shopping|Fashion|,Mobile Shopping,USA,CA,SF Bay Area,San Francisco,/organization/emagen-entertainment,Emagen Entertainment,,,,,,,/funding-round/9686ca88b5801fb2241e0402fe4415ba,seed,,2013-08-01,2013-08,2013-Q3,2013," 5,600,000 "
33294,/organization/shownearby,ShowNearby,|Location Based Services|Curated Web|,Location Based Services,SGP,,Singapore,Singapore,/organization/ida,IDA,,,,,,,/funding-round/c3df9e1ab4628fcadf19e50cb1eba768,grant,,2009-11-30,2009-11,2009-Q4,2009," 30,000 "
96836,/organization/donde-2,Donde,|Mobile Commerce|Mobile Search|Search|Fashion|Apps|Mobile|,Mobile,USA,CA,SF Bay Area,Palo Alto,/organization/upwest-labs,UpWest Labs,|Investment Management|Business Services|Finance|Entrepreneur|Startups|Automotive|,Finance,USA,CA,SF Bay Area,Palo Alto,/funding-round/184ede0e0785d3a6da843d4d9e0b81e5,seed,,2014-02-01,2014-02,2014-Q1,2014,
5238,/organization/mpex-pharmaceuticals,Mpex Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/western-states-investment-group,Western States Investment Group,,,USA,CA,San Diego,San Diego,/funding-round/73827a21d082e92f2fb22ad9aebdda7d,venture,B,2005-08-09,2005-08,2005-Q3,2005," 32,000,000 "
12435,/organization/paver-downes-associates,Paver Downes Associates,|Messaging|,Messaging,GBR,,Liverpool,Liverpool,/organization/merseyside-special-investment-fund,Merseyside Special Investment Fund,,,GBR,,Liverpool,Liverpool,/funding-round/03d53f2aa2dd39e6cd51686e14929fbf,venture,,2006-12-01,2006-12,2006-Q4,2006," 1,968,197 "
95171,/organization/aereo,Aereo,|Curated Web|,Curated Web,USA,NY,New York City,New York,/organization/iac,IAC,|News|,News,USA,NY,New York City,New York,/funding-round/d053e74a1be3b2657548c700dba28e99,venture,C,2014-01-07,2014-01,2014-Q1,2014," 34,000,000 "
86662,/organization/shoppad,ShopPad,|Mobile|SaaS|iPad|Mobile Commerce|Tablets|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,Oakland,/person/arik-keller,Arik Keller,,,,,,,/funding-round/3f8c99c39c0ca1d81ef6cab0118d0656,seed,,2013-08-28,2013-08,2013-Q3,2013," 500,000 "
80093,/organization/imgix,imgix,|Web Tools|Internet Infrastructure|,Internet Infrastructure,USA,CA,SF Bay Area,San Francisco,/organization/rre-ventures,RRE Ventures,|Wireless|Messaging|Application Platforms|E-Commerce|Consumer Lending|Venture Capital|Business Information Systems|Information Security|Information Technology|Computers|Smart Grid|Startups|Telecommunications|Digital Media|Online Shopping|Social Network Me,Wireless,USA,NY,New York City,New York,/funding-round/ef3a3af6d7873d65b6ed370425da962d,venture,A,2013-05-01,2013-05,2013-Q2,2013," 5,000,000 "
59344,/organization/engagio,Engagio,|Curated Web|,Curated Web,CAN,ON,Toronto,Toronto,/organization/extreme-venture-partners,Extreme Venture Partners,,,CAN,ON,Toronto,Toronto,/funding-round/c7383e9644dc031314af927b911de2f6,seed,,2012-02-15,2012-02,2012-Q1,2012," 540,000 "
40665,/organization/autouncle,AutoUncle,|Cars|Price Comparison|,Cars,,,,,/organization/startupbootcamp,Startupbootcamp,|Investment Management|Finance|Startups|,Investment Management,GBR,,London,London,/funding-round/a3c47701771bdbb0d5fda3c532f3a9fd,seed,,2010-09-06,2010-09,2010-Q3,2010," 19,311 "
21443,/organization/maniatv,maniaTV,|Video Streaming|Video|Entertainment|Media|Games|,Entertainment,,,,,/organization/dag-ventures,DAG Ventures,|Venture Capital|Finance|,Finance,USA,CA,SF Bay Area,Palo Alto,/funding-round/86c4a74892535c809f572acd39d54f94,venture,C,2008-03-03,2008-03,2008-Q1,2008," 5,500,000 "
102604,/organization/allclasses,Allclasses,|Search|Training|Education|Curated Web|,Search,USA,MA,Boston,Boston,/organization/maiden-lane-ventures,Maiden Lane Ventures,|Venture Capital|,Venture Capital,,,,,/funding-round/890d646266fb9893e384484143435090,seed,,2014-05-06,2014-05,2014-Q2,2014," 1,500,000 "
70470,/organization/clever,Clever,|Big Data|Data Integration|Education|,Big Data,USA,CA,SF Bay Area,San Francisco,/person/deborah-quazzo,Deborah Quazzo,,,,,,,/funding-round/b96aad49cf2975bb7b978fc82eb5348f,seed,,2012-10-22,2012-10,2012-Q4,2012," 3,000,000 "
99721,/organization/trailerpop,Trailerpop,|Social Media|Digital Entertainment|Mobile|,Digital Entertainment,USA,CA,SF Bay Area,San Francisco,/organization/great-oaks-venture-capital,Great Oaks Venture Capital,,,USA,NY,New York City,New York,/funding-round/0a6ce69009e168f49ea9ac3c8a25aff7,angel,,2014-03-20,2014-03,2014-Q1,2014," 750,000 "
34919,/organization/inuvo,Inuvo,|Technology|Search|Advertising|,Advertising,USA,FL,Tampa,Clearwater,/organization/bridgehampton-capital,BridgeHampton Capital,,,,,,,/funding-round/6c8d83e615d38fada7169eaf912010e9,venture,,2010-01-19,2010-01,2010-Q1,2010," 4,200,000 "
21071,/organization/trivnet,Trivnet,|E-Commerce|,E-Commerce,ISR,,Netanya,Netanya,/organization/magma-venture-partners,Magma Venture Partners,|Finance|Venture Capital|,Venture Capital,,,,,/funding-round/908c65761aeebe75b72adf9f09a75650,venture,D,2008-02-18,2008-02,2008-Q1,2008," 6,000,000 "
49701,/organization/appredeem,AppRedeem,|Mobile|iPad|iPod Touch|iPhone|Advertising|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/bluerun-ventures,BlueRun Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/1f1530e693a629b98daaa15490948644,seed,,2011-06-16,2011-06,2011-Q2,2011," 700,000 "
12890,/organization/in2apps,in2apps,|Software|,Software,USA,NY,New York City,New York,/organization/halo-capital-nyc,Halo Capital NYC,,,,,,,/funding-round/4ac7cf497748364e3e650d2ca7832323,venture,A,2007-01-01,2007-01,2007-Q1,2007," 1,700,000 "
4488,/organization/blue-flame-data,Blue Flame Data,|Analytics|,Analytics,USA,NY,New York City,New York,/organization/battery-ventures,Battery Ventures,|Technology|,Technology,USA,MA,Boston,Waltham,/funding-round/cb0ad1a4f5b1901e67885cca8c1e2228,venture,A,2005-06-01,2005-06,2005-Q2,2005," 6,000,000 "
112816,/organization/charlie-app,Charlie App,|Business Intelligence|Sales Automation|Software|,Sales Automation,USA,IL,Chicago,Chicago,/organization/lightbank,Lightbank,|Collaboration|Coworking|,Collaboration,USA,IL,Chicago,Chicago,/funding-round/d53349214c3ee192058ec75667ae92ee,seed,,2014-10-23,2014-10,2014-Q4,2014," 1,750,000 "
46613,/organization/kickstarter,Kickstarter,|Crowdsourcing|Entrepreneur|Finance|Crowdfunding|Design|,Crowdsourcing,USA,NY,New York City,Brooklyn,/person/matt-haughey,Matt Haughey,,,,,,,/funding-round/87eae4a90626f55a33a0fd985d235788,venture,,2011-03-18,2011-03,2011-Q1,2011," 10,000,000 "
34319,/organization/cardpool,Cardpool,|Gift Card|E-Commerce|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/person/andrew-chen,Andrew Chen,,,,,,,/funding-round/0a0cc7636840e6374db17b4537111f90,seed,,2010-01-01,2010-01,2010-Q1,2010,
69118,/organization/airpr,AirPR,|Public Relations|,Public Relations,USA,CA,SF Bay Area,San Francisco,/organization/correlation-ventures,Correlation Ventures,,,USA,CA,San Diego,San Diego,/funding-round/baf529933bf0a45ccef9ed28b7c0945a,venture,,2012-09-25,2012-09,2012-Q3,2012," 1,000,000 "
80841,/organization/versus-io,Versus,|Price Comparison|Artificial Intelligence|Online Shopping|Hardware + Software|,Price Comparison,DEU,,Berlin,Berlin,/person/dario-suter,Dario Suter,,,,,,,/funding-round/60e8cf654a2281f5e21ab62fa1fe92d2,venture,A,2013-05-15,2013-05,2013-Q2,2013," 2,800,000 "
34457,/organization/identified-com,Identified,|Social Media|Networking|Recruiting|Analytics|,Recruiting,USA,CA,SF Bay Area,San Francisco,/person/paige-craig,Paige Craig,,,,,,,/funding-round/3a31ceede169c8b8cded9c9d8125cc16,venture,A,2010-01-01,2010-01,2010-Q1,2010," 1,500,000 "
76742,/organization/hangtime,Hangtime,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/crosslink-capital,Crosslink Capital,,,USA,CA,SF Bay Area,San Francisco,/funding-round/9e1b4b810dab20cc4b531a1a2677fb0c,venture,,2013-03-01,2013-03,2013-Q1,2013," 3,500,000 "
106456,/organization/youche-com,YouChe.com,|Utility Land Vehicles|Cars|Automotive|Retail|,Cars,,,,,/organization/idg-capital-partners,IDG Capital Partners,|Venture Capital|Finance|,Finance,CHN,,Beijing,Beijing,/funding-round/542dc428f6ac4d5f8603c28f7faff8f7,venture,A,2014-07-07,2014-07,2014-Q3,2014," 10,000,000 "
