,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year, price_amount ,price_currency_code
24117,,,,,,,,,,,,,,,,,,,,,,
19770,,,,,,,,,,,,,,,,,,,,,,
34581,,,,,,,,,,,,,,,,,,,,,,
11564,/organization/tierpoint,TierPoint,,,USA,WA,WA - Other,Liberty Lake,/organization/cequel-data,Cequel Data,|Software|,Software,USA,MO,St. Louis,Saint Louis,2012-05-22,2012-05,2012-Q2,2012.0,,USD
53923,,,,,,,,,,,,,,,,,,,,,,
31813,,,,,,,,,,,,,,,,,,,,,,
36292,,,,,,,,,,,,,,,,,,,,,,
23772,,,,,,,,,,,,,,,,,,,,,,
33750,,,,,,,,,,,,,,,,,,,,,,
3363,/organization/distra,Distra,|Software|,Software,AUS,,Sydney,Sydney,/organization/aci-worldwide,ACI Worldwide,|Software|,Software,USA,FL,"Naples, Florida",Naples,2012-09-01,2012-09,2012-Q3,2012.0," 49,000,000 ",USD
18594,,,,,,,,,,,,,,,,,,,,,,
10976,/organization/successfactors,SuccessFactors,|SaaS|Career Management|Enterprises|Enterprise Software|,Enterprises,USA,CA,SF Bay Area,South San Francisco,/organization/sap,SAP,|Enterprise Software|,Enterprise Software,USA,PA,Philadelphia,Newtown Square,2012-02-22,2012-02,2012-Q1,2012.0," 3,400,000,000 ",USD
28810,,,,,,,,,,,,,,,,,,,,,,
8962,/organization/posmetrics,Posmetrics,|E-Commerce|,E-Commerce,,,,,/organization/revinate,Revinate,|Social Media Marketing|Hospitality|Hotels|Social Media|Enterprise Software|,Social Media,USA,CA,SF Bay Area,San Francisco,2013-08-01,2013-08,2013-Q3,2013.0,,USD
28846,,,,,,,,,,,,,,,,,,,,,,
15838,,,,,,,,,,,,,,,,,,,,,,
19330,,,,,,,,,,,,,,,,,,,,,,
1652,/organization/bookish,Bookish,|Publishing|Reviews and Recommendations|Textbooks|Curated Web|,Publishing,USA,NY,New York City,New York,/organization/zola-books,Zola Books,|E-Commerce|,E-Commerce,USA,NY,New York City,New York,2014-01-06,2014-01,2014-Q1,2014.0,,USD
27200,,,,,,,,,,,,,,,,,,,,,,
2393,/organization/cleverpumpkin,CleverPumpkin,,,,,,,/organization/jetradar,JetRadar,|Hotels|Travel|Curated Web|,Curated Web,HKG,,Hong Kong,Hong Kong,2012-07-01,2012-07,2012-Q3,2012.0,,USD
14086,,,,,,,,,,,,,,,,,,,,,,
17819,,,,,,,,,,,,,,,,,,,,,,
47882,,,,,,,,,,,,,,,,,,,,,,
36333,,,,,,,,,,,,,,,,,,,,,,
7206,/organization/mikrojobb-ltd,Mikrojobb LTD,,,,,,,/organization/needbox-as,Needbox AS,|Advertising|Sales and Marketing|Services|Social Media|Curated Web|,Advertising,NOR,,NOR - Other,Jessheim,2013-02-14,2013-02,2013-Q1,2013.0," 420,000 ",USD
24287,,,,,,,,,,,,,,,,,,,,,,
14303,,,,,,,,,,,,,,,,,,,,,,
48372,,,,,,,,,,,,,,,,,,,,,,
45804,,,,,,,,,,,,,,,,,,,,,,
28220,,,,,,,,,,,,,,,,,,,,,,
35608,,,,,,,,,,,,,,,,,,,,,,
18266,,,,,,,,,,,,,,,,,,,,,,
12242,/organization/veriwave,VeriWave,|Mobile|,Mobile,USA,OR,"Portland, Oregon",Beaverton,/organization/ixia,IXIA,|Web Hosting|,Web Hosting,USA,CA,Los Angeles,Calabasas,2011-06-27,2011-06,2011-Q2,2011.0,,USD
48504,,,,,,,,,,,,,,,,,,,,,,
17780,,,,,,,,,,,,,,,,,,,,,,
34450,,,,,,,,,,,,,,,,,,,,,,
29512,,,,,,,,,,,,,,,,,,,,,,
31178,,,,,,,,,,,,,,,,,,,,,,
4492,/organization/fugen-solutions,FuGen Solutions,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Sunnyvale,/organization/8kmiles-software-services,8KMiles Software Services,|Software|,Software,USA,CA,SF Bay Area,San Ramon,2013-05-14,2013-05,2013-Q2,2013.0," 7,500,000 ",USD
9701,/organization/robot-workshop,Robot Workshop,|Lifestyle|Search|Real Estate|Software|,Lifestyle,USA,SC,"Charleston, South Carolina",North Charleston,/organization/showing-suite,Showing Suite,|Productivity Software|Technology|Real Estate|Software|,Software,USA,CA,San Diego,San Diego,2012-03-05,2012-03,2012-Q1,2012.0,,USD
4381,/organization/forethought,Forethought,|Software|,Software,,,,,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,1987-06-29,1987-06,1987-Q2,1987.0,,USD
53039,,,,,,,,,,,,,,,,,,,,,,
23563,,,,,,,,,,,,,,,,,,,,,,
34287,,,,,,,,,,,,,,,,,,,,,,
7558,/organization/myaddressbook-com,MyAddressBook.com,,,,,,,/organization/mylife-com,MyLife,|Privacy|Online Identity|Internet|Search|Networking|Social Search|Messaging|,Privacy,USA,CA,Los Angeles,Los Angeles,2006-08-01,2006-08,2006-Q3,2006.0,,USD
34416,,,,,,,,,,,,,,,,,,,,,,
3119,/organization/day-software,Day Software,|Software|,Software,CHE,,Basel,Basel,/organization/adobe-systems,Adobe Systems,|Image Recognition|Design|Photo Editing|Creative|Software|,Photo Editing,USA,CA,SF Bay Area,San Jose,2010-07-28,2010-07,2010-Q3,2010.0," 240,000,000 ",USD
43145,,,,,,,,,,,,,,,,,,,,,,
52266,,,,,,,,,,,,,,,,,,,,,,
25524,,,,,,,,,,,,,,,,,,,,,,
29891,,,,,,,,,,,,,,,,,,,,,,
18236,,,,,,,,,,,,,,,,,,,,,,
48867,,,,,,,,,,,,,,,,,,,,,,
29245,,,,,,,,,,,,,,,,,,,,,,
46457,,,,,,,,,,,,,,,,,,,,,,
37811,,,,,,,,,,,,,,,,,,,,,,
38279,,,,,,,,,,,,,,,,,,,,,,
17555,,,,,,,,,,,,,,,,,,,,,,
51718,,,,,,,,,,,,,,,,,,,,,,
32837,,,,,,,,,,,,,,,,,,,,,,
7466,/organization/moveop,MoveOp,|Software|,Software,,,,,/organization/scalable-software,Scalable Software,|Software|,Software,USA,TX,Austin,Austin,2011-11-08,2011-11,2011-Q4,2011.0,,USD
22386,,,,,,,,,,,,,,,,,,,,,,
33848,,,,,,,,,,,,,,,,,,,,,,
9156,/organization/prompt-associates,Prompt Associates,,,USA,UT,Salt Lake City,Salt Lake City,/organization/concentra-managed-care,Concentra Managed Care,|Hospitality|Therapeutics|Medical|Health and Wellness|,Hospitality,USA,TX,Dallas,Addison,1997-01-30,1997-01,1997-Q1,1997.0,,USD
24193,,,,,,,,,,,,,,,,,,,,,,
6005,/organization/jesta-digital,Jesta Digital,|Mobile|,Mobile,,,,,/organization/jesta-group,Jesta Group,|Games|,Games,FRA,,Paris,Paris,2010-12-24,2010-12,2010-Q4,2010.0,,USD
49057,,,,,,,,,,,,,,,,,,,,,,
25169,,,,,,,,,,,,,,,,,,,,,,
34238,,,,,,,,,,,,,,,,,,,,,,
41974,,,,,,,,,,,,,,,,,,,,,,
7219,/organization/miller-environmental-services,Miller Environmental Services,|Service Industries|Environmental Innovation|,Service Industries,USA,TX,Corpus Christi,Corpus Christi,/organization/trinity-hunt-partners,Trinity Hunt Partners,,,USA,TX,Dallas,Dallas,2014-10-01,2014-10,2014-Q4,2014.0,,USD
3463,/organization/dreamers-wanted,Dreamers Wanted,,,,,,,/organization/we-design-la,We Design LA,|Automotive|Printing|Graphics|Social Media|Sales and Marketing|Internet|Design|Brand Marketing|Advertising|,Advertising,USA,CA,Los Angeles,Los Angeles,2013-01-01,2013-01,2013-Q1,2013.0,,USD
31577,,,,,,,,,,,,,,,,,,,,,,
36710,,,,,,,,,,,,,,,,,,,,,,
13420,,,,,,,,,,,,,,,,,,,,,,
2260,/organization/chirpme,Chirpme,|Curated Web|,Curated Web,,,,,/organization/massive-media,Massive Media,|Social Media|,Social Media,BEL,,Brussels,Ghent,2013-12-01,2013-12,2013-Q4,2013.0,,USD
46367,,,,,,,,,,,,,,,,,,,,,,
26709,,,,,,,,,,,,,,,,,,,,,,
23335,,,,,,,,,,,,,,,,,,,,,,
45216,,,,,,,,,,,,,,,,,,,,,,
26581,,,,,,,,,,,,,,,,,,,,,,
1226,/organization/axium,Axium,,,USA,OR,"Portland, Oregon",Portland,/organization/deltek,Deltek,|Enterprise Software|Software|,Enterprise Software,USA,VA,"Washington, D.C.",Herndon,2014-06-04,2014-06,2014-Q2,2014.0,,USD
2267,/organization/choicepoint,ChoicePoint,|Auto|,Auto,USA,GA,Atlanta,Alpharetta,/organization/reed-elsevier-plc,Reed Elsevier Plc,|Consulting|,Consulting,GBR,,London,London,2008-02-21,2008-02,2008-Q1,2008.0," 4,099,999,999 ",USD
43139,,,,,,,,,,,,,,,,,,,,,,
20681,,,,,,,,,,,,,,,,,,,,,,
39036,,,,,,,,,,,,,,,,,,,,,,
42882,,,,,,,,,,,,,,,,,,,,,,
42758,,,,,,,,,,,,,,,,,,,,,,
37595,,,,,,,,,,,,,,,,,,,,,,
31185,,,,,,,,,,,,,,,,,,,,,,
44964,,,,,,,,,,,,,,,,,,,,,,
46134,,,,,,,,,,,,,,,,,,,,,,
18515,,,,,,,,,,,,,,,,,,,,,,
51145,,,,,,,,,,,,,,,,,,,,,,
46395,,,,,,,,,,,,,,,,,,,,,,
12751,/organization/wittlebee,Wittlebee,|Parenting|E-Commerce|Life Sciences|Fashion|,E-Commerce,USA,CA,Los Angeles,Culver City,/organization/fabkids,Fabkids,|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,San Francisco,2013-11-01,2013-11,2013-Q4,2013.0,,USD
27092,,,,,,,,,,,,,,,,,,,,,,
15759,,,,,,,,,,,,,,,,,,,,,,
33379,,,,,,,,,,,,,,,,,,,,,,
8342,/organization/orange-loft,Orange Loft,,,USA,CA,Los Angeles,Torrance,/organization/bqe-software,BQE Software,|Software|,Software,USA,CA,Los Angeles,Torrance,2009-11-09,2009-11,2009-Q4,2009.0,,USD
3556,/organization/eaglepicher-technologies,EaglePicher Technologies,|Defense|,Defense,USA,MO,MO - Other,Joplin,/organization/om-group,OM Group,,,USA,OH,Cleveland,Cleveland,2009-12-23,2009-12,2009-Q4,2009.0," 171,900,000 ",USD
18785,,,,,,,,,,,,,,,,,,,,,,
23120,,,,,,,,,,,,,,,,,,,,,,
12412,/organization/vital-technology-pte-ltd,Vital Technology Pte Ltd,,,,,,,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,1997-03-10,1997-03,1997-Q1,1997.0,,USD
14142,,,,,,,,,,,,,,,,,,,,,,
38320,,,,,,,,,,,,,,,,,,,,,,
40462,,,,,,,,,,,,,,,,,,,,,,
13175,,,,,,,,,,,,,,,,,,,,,,
6105,/organization/k-technology,k-Technology,|Software|,Software,USA,PA,Philadelphia,Langhorne,/organization/thermacore,Thermacore,|Software|,Software,USA,PA,Harrisburg,Lancaster,2009-08-10,2009-08,2009-Q3,2009.0,,USD
37232,,,,,,,,,,,,,,,,,,,,,,
20332,,,,,,,,,,,,,,,,,,,,,,
7872,/organization/newsle,Newsle,|News|Social Network Media|Curated Web|,Social Network Media,USA,CA,SF Bay Area,San Francisco,/organization/linkedin,LinkedIn,|Social Recruiting|Software|Networking|Social Media|,Software,USA,CA,SF Bay Area,Mountain View,2014-07-14,2014-07,2014-Q3,2014.0,,USD
19872,,,,,,,,,,,,,,,,,,,,,,
54631,,,,,,,,,,,,,,,,,,,,,,
36109,,,,,,,,,,,,,,,,,,,,,,
53788,,,,,,,,,,,,,,,,,,,,,,
46764,,,,,,,,,,,,,,,,,,,,,,
8503,/organization/pando-networks,Pando Networks,|Content Delivery|Video Streaming|Video|Peer-to-Peer|Games|,Video Streaming,USA,NY,New York City,New York,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,2013-02-04,2013-02,2013-Q1,2013.0,,USD
7998,/organization/notus-digital-network-corp,Notus Digital Network Corp,|Games|,Games,,,,,/organization/connectedmedia,ConnectedMedia,|Public Relations|,Public Relations,USA,FL,Miami,Miami,2010-03-01,2010-03,2010-Q1,2010.0,,USD
35816,,,,,,,,,,,,,,,,,,,,,,
24520,,,,,,,,,,,,,,,,,,,,,,
53445,,,,,,,,,,,,,,,,,,,,,,
54243,,,,,,,,,,,,,,,,,,,,,,
14647,,,,,,,,,,,,,,,,,,,,,,
14640,,,,,,,,,,,,,,,,,,,,,,
5156,/organization/heyanita-inc,HeyAnita,,,USA,CA,Los Angeles,Burbank,/organization/kirusa,Kirusa,|Public Relations|,Public Relations,USA,NJ,Newark,New Providence,2007-01-15,2007-01,2007-Q1,2007.0,,USD
16129,,,,,,,,,,,,,,,,,,,,,,
1007,/organization/ash-city,Ash City,|Fashion|,Fashion,CAN,ON,Toronto,Richmond Hill,/organization/alphabroder,Alphabroder,|Fashion|,Fashion,,,,,2014-01-14,2014-01,2014-Q1,2014.0,,USD
8331,/organization/optionsxpress,optionsXpress,|Financial Services|Finance|Brokers|Software|,Financial Services,USA,IL,Chicago,Chicago,/organization/charles-schwab,Charles Schwab,|Brokers|Finance|,Brokers,USA,CA,SF Bay Area,San Francisco,2011-09-01,2011-09,2011-Q3,2011.0," 100,000,000 ",USD
18511,,,,,,,,,,,,,,,,,,,,,,
51682,,,,,,,,,,,,,,,,,,,,,,
15848,,,,,,,,,,,,,,,,,,,,,,
45821,,,,,,,,,,,,,,,,,,,,,,
51433,,,,,,,,,,,,,,,,,,,,,,
35786,,,,,,,,,,,,,,,,,,,,,,
32763,,,,,,,,,,,,,,,,,,,,,,
45587,,,,,,,,,,,,,,,,,,,,,,
5925,/organization/itfc,ITFC,|Games|,Games,GBR,,London,London,/organization/deluxe-entertainment-services-group,Deluxe Entertainment Services Group,|Advertising|,Advertising,USA,CA,Los Angeles,Burbank,2010-09-07,2010-09,2010-Q3,2010.0,,USD
10637,/organization/solvay-pharmaceuticals,Solvay Pharmaceuticals,|Biotechnology|,Biotechnology,,,,,/organization/abbott,Abbott Labs,|Health and Wellness|Venture Capital|Medical|Biotechnology|,Health and Wellness,USA,IL,Chicago,Des Plaines,2009-09-28,2009-09,2009-Q3,2009.0," 6,600,000,000 ",USD
18914,,,,,,,,,,,,,,,,,,,,,,
30449,,,,,,,,,,,,,,,,,,,,,,
4997,/organization/guaranteach,Guaranteach,|Education|Curated Web|,Education,USA,MD,Baltimore,Baltimore,/organization/sophia,Sophia Learning,|Education|,Education,USA,MN,Minneapolis,Minneapolis,2011-05-23,2011-05,2011-Q2,2011.0,,USD
36919,,,,,,,,,,,,,,,,,,,,,,
52338,,,,,,,,,,,,,,,,,,,,,,
45589,,,,,,,,,,,,,,,,,,,,,,
31560,,,,,,,,,,,,,,,,,,,,,,
53953,,,,,,,,,,,,,,,,,,,,,,
24508,,,,,,,,,,,,,,,,,,,,,,
25726,,,,,,,,,,,,,,,,,,,,,,
48093,,,,,,,,,,,,,,,,,,,,,,
31223,,,,,,,,,,,,,,,,,,,,,,
46519,,,,,,,,,,,,,,,,,,,,,,
53495,,,,,,,,,,,,,,,,,,,,,,
6944,/organization/mbalance,mBalance,|Software|,Software,NLD,,Amsterdam,Amsterdam,/organization/tekelec-international,Tekelec International,|Messaging|Telecommunications|Mobile|Internet|Public Relations|,Public Relations,USA,NC,Raleigh,Morrisville,2008-12-17,2008-12,2008-Q4,2008.0," 60,060,000 ",USD
42859,,,,,,,,,,,,,,,,,,,,,,
21834,,,,,,,,,,,,,,,,,,,,,,
36601,,,,,,,,,,,,,,,,,,,,,,
15835,,,,,,,,,,,,,,,,,,,,,,
50945,,,,,,,,,,,,,,,,,,,,,,
44494,,,,,,,,,,,,,,,,,,,,,,
35311,,,,,,,,,,,,,,,,,,,,,,
52343,,,,,,,,,,,,,,,,,,,,,,
6018,/organization/jiangsu-shunda-semiconductor-development,Jiangsu Shunda Semiconductor Development,|Semiconductors|,Semiconductors,CHN,,CHN - Other,Yangzhou,/organization/suntech-power,Suntech Power,|Renewable Energies|Clean Technology|,Renewable Energies,CHN,,Wuxi,Wuxi,2008-05-01,2008-05,2008-Q2,2008.0," 101,900,000 ",USD
26909,,,,,,,,,,,,,,,,,,,,,,
55141,,,,,,,,,,,,,,,,,,,,,,
53805,,,,,,,,,,,,,,,,,,,,,,
18953,,,,,,,,,,,,,,,,,,,,,,
21873,,,,,,,,,,,,,,,,,,,,,,
51782,,,,,,,,,,,,,,,,,,,,,,
10271,/organization/sige-semiconductor,SiGe Semiconductor,|Semiconductors|,Semiconductors,CAN,ON,Ottawa,Ottawa,/organization/skyworks-solutions,Skyworks Solutions,|Semiconductors|,Semiconductors,USA,MA,Boston,Woburn,2011-05-17,2011-05,2011-Q2,2011.0," 275,000,000 ",USD
46262,,,,,,,,,,,,,,,,,,,,,,
8380,/organization/orthomimetics,Orthomimetics,|Biotechnology|,Biotechnology,,,,,/organization/tigenix,TiGenix,|Biotechnology|,Biotechnology,BEL,,Brussels,Leuven,2011-11-30,2011-11,2011-Q4,2011.0,,USD
30723,,,,,,,,,,,,,,,,,,,,,,
51853,,,,,,,,,,,,,,,,,,,,,,
11216,/organization/taxiwise,Taxiwise,|Consumers|Mobile|,Consumers,HKG,,Hong Kong,Sha Tin,/organization/ikky,Ikky,|Apps|,Apps,HKG,,Hong Kong,Hong Kong,2014-05-01,2014-05,2014-Q2,2014.0,,USD
33993,,,,,,,,,,,,,,,,,,,,,,
34998,,,,,,,,,,,,,,,,,,,,,,
45023,,,,,,,,,,,,,,,,,,,,,,
31707,,,,,,,,,,,,,,,,,,,,,,
36431,,,,,,,,,,,,,,,,,,,,,,
8702,/organization/pgp-trustcenter,PGP TrustCenter,|Security|,Security,USA,MA,Boston,Newton,/organization/pgp-corporation,PGP Corporation,|Software|,Software,USA,CA,SF Bay Area,Menlo Park,2010-02-02,2010-02,2010-Q1,2010.0,,USD
21043,,,,,,,,,,,,,,,,,,,,,,
50166,,,,,,,,,,,,,,,,,,,,,,
15476,,,,,,,,,,,,,,,,,,,,,,
50000,,,,,,,,,,,,,,,,,,,,,,
23880,,,,,,,,,,,,,,,,,,,,,,
43903,,,,,,,,,,,,,,,,,,,,,,
13911,,,,,,,,,,,,,,,,,,,,,,
27058,,,,,,,,,,,,,,,,,,,,,,
53809,,,,,,,,,,,,,,,,,,,,,,
40445,,,,,,,,,,,,,,,,,,,,,,
38418,,,,,,,,,,,,,,,,,,,,,,
38282,,,,,,,,,,,,,,,,,,,,,,
50446,,,,,,,,,,,,,,,,,,,,,,
40637,,,,,,,,,,,,,,,,,,,,,,
53155,,,,,,,,,,,,,,,,,,,,,,
10668,/organization/soundbite-communication,SoundBite Communications,|Customer Service|Chat|Audio|Messaging|Email|Mobile|SMS|App Marketing|Public Relations|,Customer Service,USA,VA,Roanoke,Bedford,/organization/genesys,Genesys,|Customer Service|Contact Centers|Software|,Customer Service,USA,CA,SF Bay Area,Daly City,2013-07-03,2013-07,2013-Q3,2013.0," 100,000,000 ",USD
29619,,,,,,,,,,,,,,,,,,,,,,
49489,,,,,,,,,,,,,,,,,,,,,,
40887,,,,,,,,,,,,,,,,,,,,,,
36754,,,,,,,,,,,,,,,,,,,,,,
273,/organization/adbuyer-com,AdBuyer.com,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/mediabank,Mediaocean,|Software|Advertising|,Software,USA,NY,New York City,New York,2011-04-28,2011-04,2011-Q2,2011.0,,USD
51069,,,,,,,,,,,,,,,,,,,,,,
45183,,,,,,,,,,,,,,,,,,,,,,
18081,,,,,,,,,,,,,,,,,,,,,,
43089,,,,,,,,,,,,,,,,,,,,,,
28886,,,,,,,,,,,,,,,,,,,,,,
23758,,,,,,,,,,,,,,,,,,,,,,
18822,,,,,,,,,,,,,,,,,,,,,,
54801,,,,,,,,,,,,,,,,,,,,,,
2103,/organization/ccn-group,CCN GROUP,,,FRA,,Franche-Comte,,/organization/halder,Halder,,,DEU,,DEU - Other,Deutsch,2011-07-19,2011-07,2011-Q3,2011.0,,USD
24429,,,,,,,,,,,,,,,,,,,,,,
12953,/organization/z-gallerie,Z Gallerie,|Online Shopping|Lifestyle Products|Art|Home Decor|,Home Decor,USA,CA,Los Angeles,Gardena,/organization/brentwood-associates,Brentwood Associates,,,USA,CA,Los Angeles,Los Angeles,2014-10-14,2014-10,2014-Q4,2014.0,,USD
54880,,,,,,,,,,,,,,,,,,,,,,
41840,,,,,,,,,,,,,,,,,,,,,,
43273,,,,,,,,,,,,,,,,,,,,,,
17265,,,,,,,,,,,,,,,,,,,,,,
28302,,,,,,,,,,,,,,,,,,,,,,
51982,,,,,,,,,,,,,,,,,,,,,,
5429,/organization/ifrogz,iFrogz,|Mobile|,Mobile,USA,UT,Salt Lake City,Logan,/organization/zagg,Zagg,|Hardware + Software|,Hardware + Software,USA,UT,Salt Lake City,Salt Lake City,2011-06-21,2011-06,2011-Q2,2011.0," 105,000,000 ",USD
31015,,,,,,,,,,,,,,,,,,,,,,
325,/organization/admax-network,Admax Network,|Advertising|,Advertising,SGP,,Singapore,Singapore,/organization/komli-media,Komli Media,|Analytics|Media|Advertising|,Advertising,IND,,Mumbai,Mumbai,2012-02-01,2012-02,2012-Q1,2012.0,,USD
11263,/organization/tejas-technologies,Tejas Technologies,|Consulting|,Consulting,USA,AR,Little Rock,Little Rock,/organization/arc-international,ARC International,|Hardware + Software|,Hardware + Software,GBR,,London,Cambridge,2007-04-01,2007-04,2007-Q2,2007.0," 5,000,000 ",USD
36967,,,,,,,,,,,,,,,,,,,,,,
30060,,,,,,,,,,,,,,,,,,,,,,
28312,,,,,,,,,,,,,,,,,,,,,,
5986,/organization/jason,Jason,,,USA,WI,Milwaukee,Milwaukee,/organization/quinpario-partners,Quinpario Partners,|Finance|,Finance,USA,MO,St. Louis,Saint Louis,2014-03-17,2014-03,2014-Q1,2014.0," 539,000,000 ",USD
30636,,,,,,,,,,,,,,,,,,,,,,
27595,,,,,,,,,,,,,,,,,,,,,,
38421,,,,,,,,,,,,,,,,,,,,,,
49862,,,,,,,,,,,,,,,,,,,,,,
40223,,,,,,,,,,,,,,,,,,,,,,
2505,/organization/codex-media,Codex Media,|Curated Web|,Curated Web,,,,,/organization/glammedia,Mode Media,|Women|Fashion|Curated Web|,Fashion,USA,CA,SF Bay Area,Brisbane,2008-07-17,2008-07,2008-Q3,2008.0,,USD
43358,,,,,,,,,,,,,,,,,,,,,,
27224,,,,,,,,,,,,,,,,,,,,,,
6529,/organization/limoforsale,LimoforSale,|Technology|,Technology,USA,CA,Los Angeles,Torrance,/organization/bobit,Bobit,|Publishing|,Publishing,USA,CA,Los Angeles,Torrance,2012-12-21,2012-12,2012-Q4,2012.0,,USD
27654,,,,,,,,,,,,,,,,,,,,,,
35923,,,,,,,,,,,,,,,,,,,,,,
52004,,,,,,,,,,,,,,,,,,,,,,
34907,,,,,,,,,,,,,,,,,,,,,,
44066,,,,,,,,,,,,,,,,,,,,,,
33985,,,,,,,,,,,,,,,,,,,,,,
36900,,,,,,,,,,,,,,,,,,,,,,
16262,,,,,,,,,,,,,,,,,,,,,,
30323,,,,,,,,,,,,,,,,,,,,,,
16424,,,,,,,,,,,,,,,,,,,,,,
43851,,,,,,,,,,,,,,,,,,,,,,
20501,,,,,,,,,,,,,,,,,,,,,,
54463,,,,,,,,,,,,,,,,,,,,,,
19864,,,,,,,,,,,,,,,,,,,,,,
24383,,,,,,,,,,,,,,,,,,,,,,
35280,,,,,,,,,,,,,,,,,,,,,,
9297,/organization/qqest,Qqest,,,,,,,/organization/infinisource,Infinisource,|Software|,Software,USA,MI,Kalamazoo,Coldwater,2012-12-18,2012-12,2012-Q4,2012.0,,USD
26390,,,,,,,,,,,,,,,,,,,,,,
41201,,,,,,,,,,,,,,,,,,,,,,
45038,,,,,,,,,,,,,,,,,,,,,,
10137,/organization/service-factory,Service Factory,|Curated Web|,Curated Web,SWE,,Stockholm,Stockholm,/organization/aptilo-networks,Aptilo Networks,|Internet|SaaS|Wireless|Mobile|,Internet,SWE,,Stockholm,Stockholm,2011-01-04,2011-01,2011-Q1,2011.0,,USD
36766,,,,,,,,,,,,,,,,,,,,,,
12936,/organization/yourmembership-com,YourMembership.com,|Communities|Software|,Communities,USA,FL,Tampa,St. Petersburg,/organization/riverside,Riverside Company,,,USA,GA,Atlanta,Atlanta,2012-02-03,2012-02,2012-Q1,2012.0,,USD
14777,,,,,,,,,,,,,,,,,,,,,,
33510,,,,,,,,,,,,,,,,,,,,,,
18503,,,,,,,,,,,,,,,,,,,,,,
16671,,,,,,,,,,,,,,,,,,,,,,
39544,,,,,,,,,,,,,,,,,,,,,,
35869,,,,,,,,,,,,,,,,,,,,,,
41802,,,,,,,,,,,,,,,,,,,,,,
23359,,,,,,,,,,,,,,,,,,,,,,
43084,,,,,,,,,,,,,,,,,,,,,,
54068,,,,,,,,,,,,,,,,,,,,,,
9024,/organization/prairie-technologies,Prairie Technologies,|Software|,Software,USA,WI,Madison,Middleton,/organization/bruker,Bruker,|Hardware + Software|,Hardware + Software,USA,WI,Madison,Madison,2013-09-13,2013-09,2013-Q3,2013.0," 150,000,000 ",USD
5340,/organization/hyway-ferranti,HyWay Ferranti,,,,,,,/organization/adobe-systems,Adobe Systems,|Image Recognition|Design|Photo Editing|Creative|Software|,Photo Editing,USA,CA,SF Bay Area,San Jose,1997-09-05,1997-09,1997-Q3,1997.0,,USD
44626,,,,,,,,,,,,,,,,,,,,,,
6965,/organization/me2-security,ME2 Security,|Software|,Software,USA,PA,Philadelphia,Chester Springs,/organization/explorations-group,Explorations Group,|Security|,Security,,,,,2009-04-21,2009-04,2009-Q2,2009.0," 1,600,000 ",USD
38609,,,,,,,,,,,,,,,,,,,,,,
42541,,,,,,,,,,,,,,,,,,,,,,
36987,,,,,,,,,,,,,,,,,,,,,,
54614,,,,,,,,,,,,,,,,,,,,,,
44763,,,,,,,,,,,,,,,,,,,,,,
39410,,,,,,,,,,,,,,,,,,,,,,
44797,,,,,,,,,,,,,,,,,,,,,,
23314,,,,,,,,,,,,,,,,,,,,,,
40166,,,,,,,,,,,,,,,,,,,,,,
4269,/organization/first-community-bank,First Community Bank,|Finance|,Finance,USA,VA,VA - Other,Bluefield,/organization/first-defiance-financial-corporation,First Defiance Financial Corporation,,,USA,OH,Toledo,Defiance,2014-02-19,2014-02,2014-Q1,2014.0," 12,900,000 ",USD
5558,/organization/infinity-technology,Infinity Technology,,,USA,AL,Huntsville,Huntsville,/organization/11i-solutions,11i Solutions,|Enterprise Software|,Enterprise Software,USA,AL,Huntsville,Huntsville,2011-03-28,2011-03,2011-Q1,2011.0,,USD
43738,,,,,,,,,,,,,,,,,,,,,,
52340,,,,,,,,,,,,,,,,,,,,,,
24319,,,,,,,,,,,,,,,,,,,,,,
7187,/organization/micromethod-technologies,Micromethod Technologies,|Software|,Software,USA,FL,Orlando,Orlando,/organization/voxeo,Voxeo,|VoIP|Chat|Web Hosting|,VoIP,DEU,,Cologne,Cologne,2008-08-19,2008-08,2008-Q3,2008.0,,USD
50698,,,,,,,,,,,,,,,,,,,,,,
30652,,,,,,,,,,,,,,,,,,,,,,
10517,/organization/social-bounce-llc,"Social bounce, LLC",,,,,,,/organization/mooke,MovieSocial,|Theatre|Entertainment|Apps|Social Media|Software|,Theatre,USA,NV,Las Vegas,Las Vegas,2011-11-01,2011-11,2011-Q4,2011.0,,USD
46645,,,,,,,,,,,,,,,,,,,,,,
25093,,,,,,,,,,,,,,,,,,,,,,
47477,,,,,,,,,,,,,,,,,,,,,,
27543,,,,,,,,,,,,,,,,,,,,,,
39665,,,,,,,,,,,,,,,,,,,,,,
50336,,,,,,,,,,,,,,,,,,,,,,
