,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year, price_amount ,price_currency_code
50205,,,,,,,,,,,,,,,,,,,,,,
32483,,,,,,,,,,,,,,,,,,,,,,
26164,,,,,,,,,,,,,,,,,,,,,,
14793,,,,,,,,,,,,,,,,,,,,,,
7571,/organization/mykonos-software,Mykonos Software,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/juniper-networks,Juniper Networks,|Communications Hardware|Technology|Security|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,2012-02-22,2012-02,2012-Q1,2012.0," 80,000,000 ",USD
11428,/organization/the-hyperfactory,The Hyperfactory,|Mobile|,Mobile,NOR,,Aust-Agder,,/organization/meredith,Meredith Corporation,|Advertising|,Advertising,USA,IA,Des Moines,Des Moines,2010-07-13,2010-07,2010-Q3,2010.0,,USD
39849,,,,,,,,,,,,,,,,,,,,,,
20792,,,,,,,,,,,,,,,,,,,,,,
49381,,,,,,,,,,,,,,,,,,,,,,
49059,,,,,,,,,,,,,,,,,,,,,,
45789,,,,,,,,,,,,,,,,,,,,,,
26407,,,,,,,,,,,,,,,,,,,,,,
48370,,,,,,,,,,,,,,,,,,,,,,
27420,,,,,,,,,,,,,,,,,,,,,,
30136,,,,,,,,,,,,,,,,,,,,,,
37308,,,,,,,,,,,,,,,,,,,,,,
45548,,,,,,,,,,,,,,,,,,,,,,
39693,,,,,,,,,,,,,,,,,,,,,,
19851,,,,,,,,,,,,,,,,,,,,,,
1789,/organization/broadtexter,Broadtexter,|Mobile|,Mobile,,,,,/organization/tatango,Tatango,|App Marketing|SMS|Mobile|Messaging|,Messaging,USA,WA,Seattle,Bellingham,2013-02-05,2013-02,2013-Q1,2013.0,,USD
25618,,,,,,,,,,,,,,,,,,,,,,
38931,,,,,,,,,,,,,,,,,,,,,,
50534,,,,,,,,,,,,,,,,,,,,,,
2779,/organization/core4-research,CORE4 Research,,,,,,,/organization/field-agent,Field Agent,|Real Estate|Retail|Crowdsourcing|Information Technology|Enterprises|Business Services|Mobile|,Business Services,USA,AR,Fayetteville,Fayetteville,2013-11-26,2013-11,2013-Q4,2013.0,,USD
23604,,,,,,,,,,,,,,,,,,,,,,
49953,,,,,,,,,,,,,,,,,,,,,,
22149,,,,,,,,,,,,,,,,,,,,,,
41893,,,,,,,,,,,,,,,,,,,,,,
45966,,,,,,,,,,,,,,,,,,,,,,
32992,,,,,,,,,,,,,,,,,,,,,,
21326,,,,,,,,,,,,,,,,,,,,,,
45276,,,,,,,,,,,,,,,,,,,,,,
17239,,,,,,,,,,,,,,,,,,,,,,
45166,,,,,,,,,,,,,,,,,,,,,,
18642,,,,,,,,,,,,,,,,,,,,,,
11307,/organization/telestream,Telestream,|Video Streaming|Television|Video|Software|,Video Streaming,USA,CA,Sacramento Valley,Nevada City,/organization/thoma-bravo,Thoma Bravo,|Application Performance Monitoring|Cyber Security|Software|Enterprise Software|,Cyber Security,USA,IL,Chicago,Chicago,2011-12-21,2011-12,2011-Q4,2011.0,,USD
36980,,,,,,,,,,,,,,,,,,,,,,
619,/organization/almirall,Almirall,|Biotechnology|,Biotechnology,ESP,,Barcelona,Barcelona,/organization/astrazeneca,AstraZeneca,|Health and Wellness|Medical|Pharmaceuticals|Biotechnology|,Health and Wellness,GBR,,London,London,2014-07-30,2014-07,2014-Q3,2014.0,,USD
35641,,,,,,,,,,,,,,,,,,,,,,
39196,,,,,,,,,,,,,,,,,,,,,,
19914,,,,,,,,,,,,,,,,,,,,,,
22045,,,,,,,,,,,,,,,,,,,,,,
1774,/organization/bringme,BringMe,,,,,,,/organization/reward-gateway,Reward Gateway,|SaaS|Cloud Computing|Human Resources|Employer Benefits Programs|E-Commerce|,SaaS,GBR,,London,London,2007-10-04,2007-10,2007-Q4,2007.0," 500,000 ",GBP
42797,,,,,,,,,,,,,,,,,,,,,,
38612,,,,,,,,,,,,,,,,,,,,,,
18547,,,,,,,,,,,,,,,,,,,,,,
30477,,,,,,,,,,,,,,,,,,,,,,
4288,/organization/five-mobile,Five Mobile,|Mobile|,Mobile,CAN,ON,Toronto,Toronto,/organization/zynga,Zynga,|Technology|Facebook Applications|Networking|Games|,Technology,USA,CA,SF Bay Area,San Francisco,2011-07-08,2011-07,2011-Q3,2011.0,,USD
6551,/organization/lion-technologies,Lion Technologies,,,,,,,/organization/netrepid,Netrepid,|Services|Flash Storage|Data Centers|Cloud Data Services|Web Hosting|,Data Centers,USA,PA,Harrisburg,Enola,2012-06-23,2012-06,2012-Q2,2012.0,,USD
24651,,,,,,,,,,,,,,,,,,,,,,
52127,,,,,,,,,,,,,,,,,,,,,,
20639,,,,,,,,,,,,,,,,,,,,,,
19785,,,,,,,,,,,,,,,,,,,,,,
18327,,,,,,,,,,,,,,,,,,,,,,
30753,,,,,,,,,,,,,,,,,,,,,,
47079,,,,,,,,,,,,,,,,,,,,,,
36079,,,,,,,,,,,,,,,,,,,,,,
35089,,,,,,,,,,,,,,,,,,,,,,
21986,,,,,,,,,,,,,,,,,,,,,,
23524,,,,,,,,,,,,,,,,,,,,,,
27856,,,,,,,,,,,,,,,,,,,,,,
19525,,,,,,,,,,,,,,,,,,,,,,
41970,,,,,,,,,,,,,,,,,,,,,,
10356,/organization/sirtris-pharmaceuticals,Sirtris Pharmaceuticals,|Health Care|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,MA,Boston,Cambridge,/organization/glaxosmithkline,GlaxoSmithKline,|Health Care|Health and Wellness|Pharmaceuticals|Biotechnology|,Health Care,USA,NJ,Newark,Middlesex,2008-04-22,2008-04,2008-Q2,2008.0," 720,000,000 ",USD
2184,/organization/ceylexton-inc,CeyLexton Inc,,,,,,,/organization/microbold-incorporated,Microbold Incorporated,|Startups|Small and Medium Businesses|High Schools|Software|,Startups,,,,,2011-07-22,2011-07,2011-Q3,2011.0," 450,000 ",USD
48249,,,,,,,,,,,,,,,,,,,,,,
22966,,,,,,,,,,,,,,,,,,,,,,
1504,/organization/biotrove,BioTrove,|Biotechnology|,Biotechnology,USA,MA,Boston,Woburn,/organization/life-technologies,Life Technologies,|Technology|Biotechnology|,Technology,USA,CA,San Diego,Carlsbad,2009-11-10,2009-11,2009-Q4,2009.0,,USD
6274,/organization/knowbel-technologies,Knowbel Technologies,,,,,,,/organization/earlytracks,EarlyTracks,|News|Semantic Web|Finance|Software|,News,BEL,,BEL - Other,Bierges,2012-09-01,2012-09,2012-Q3,2012.0,,USD
40492,,,,,,,,,,,,,,,,,,,,,,
4030,/organization/excelleratehro,ExcellerateHRO,|Enterprise Software|,Enterprise Software,,,,,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,2009-06-19,2009-06,2009-Q2,2009.0,,USD
2300,/organization/circle-computer-group,Circle Computer Group,|Web Hosting|,Web Hosting,,,,,/organization/syncsort,Syncsort,|Data Integration|Software|,Software,USA,NJ,Newark,Woodcliff Lake,2013-09-30,2013-09,2013-Q3,2013.0,,USD
21771,,,,,,,,,,,,,,,,,,,,,,
41516,,,,,,,,,,,,,,,,,,,,,,
18865,,,,,,,,,,,,,,,,,,,,,,
20614,,,,,,,,,,,,,,,,,,,,,,
54782,,,,,,,,,,,,,,,,,,,,,,
10119,/organization/sequoia-golf,Sequoia Golf,|Sports|,Sports,USA,GA,Atlanta,Atlanta,/organization/clubcorp,ClubCorp Holdings,|Communities|Resorts|Hotels|,Communities,USA,TX,Dallas,Dallas,2014-08-13,2014-08,2014-Q3,2014.0," 265,000,000 ",USD
20800,,,,,,,,,,,,,,,,,,,,,,
41699,,,,,,,,,,,,,,,,,,,,,,
17569,,,,,,,,,,,,,,,,,,,,,,
1844,/organization/burntsand,Burntsand,,,CAN,ON,Toronto,Toronto,/organization/opentext,OpenText,|Ediscovery|Enterprises|Business Development|CRM|Software|,CRM,CAN,ON,Toronto,Waterloo,2010-04-26,2010-04,2010-Q2,2010.0," 11,000,000 ",CAD
28470,,,,,,,,,,,,,,,,,,,,,,
51716,,,,,,,,,,,,,,,,,,,,,,
48923,,,,,,,,,,,,,,,,,,,,,,
4777,/organization/global-knowledge-training,Global Knowledge Training,|Information Technology|Training|Networking|Cloud Computing|,Training,USA,NC,Raleigh,Cary,/organization/rhne-group,Rhône Group,,,USA,NY,New York City,New York,2014-11-10,2014-11,2014-Q4,2014.0,,USD
8772,/organization/pine-grove-asset-management,Pine Grove Asset Management,,,USA,NJ,Newark,Summit,/organization/man-group,Man Group,,,USA,NY,New York City,New York,2014-06-09,2014-06,2014-Q2,2014.0,,USD
11703,/organization/tradeone-marketing,TradeOne Marketing,|Advertising|,Advertising,USA,TX,Austin,Austin,/organization/riverside,Riverside Company,,,USA,GA,Atlanta,Atlanta,2012-01-05,2012-01,2012-Q1,2012.0,,USD
28678,,,,,,,,,,,,,,,,,,,,,,
47397,,,,,,,,,,,,,,,,,,,,,,
4439,/organization/free-power-boards,Free Power Boards,|Forums|Software|,Forums,,,,,/organization/crowdgather,CrowdGather,|Forums|Real Time|Social Media|Advertising|Curated Web|,Advertising,USA,CA,Los Angeles,Woodland Hills,2008-09-22,2008-09,2008-Q3,2008.0,,USD
38854,,,,,,,,,,,,,,,,,,,,,,
45351,,,,,,,,,,,,,,,,,,,,,,
39732,,,,,,,,,,,,,,,,,,,,,,
27191,,,,,,,,,,,,,,,,,,,,,,
15754,,,,,,,,,,,,,,,,,,,,,,
936,/organization/arena-pulse,Arena Pulse,,,,,,,/organization/rant-media-network-llc,"Rant, Inc.",|Lifestyle|Technology|Mobile|E-Commerce|Sports|Publishing|News|,Sports,,,,,2012-03-08,2012-03,2012-Q1,2012.0,,USD
39655,,,,,,,,,,,,,,,,,,,,,,
55204,,,,,,,,,,,,,,,,,,,,,,
26138,,,,,,,,,,,,,,,,,,,,,,
18458,,,,,,,,,,,,,,,,,,,,,,
23217,,,,,,,,,,,,,,,,,,,,,,
29563,,,,,,,,,,,,,,,,,,,,,,
37050,,,,,,,,,,,,,,,,,,,,,,
20713,,,,,,,,,,,,,,,,,,,,,,
46648,,,,,,,,,,,,,,,,,,,,,,
24197,,,,,,,,,,,,,,,,,,,,,,
35837,,,,,,,,,,,,,,,,,,,,,,
10880,/organization/sterci,Sterci,|Software|,Software,CHE,,Geneva,Geneva,/organization/bottomline-technologies,Bottomline Technologies,|Software|,Software,USA,NH,Portsmouth,Portsmouth,2013-08-21,2013-08,2013-Q3,2013.0,,USD
21088,,,,,,,,,,,,,,,,,,,,,,
45884,,,,,,,,,,,,,,,,,,,,,,
41895,,,,,,,,,,,,,,,,,,,,,,
50163,,,,,,,,,,,,,,,,,,,,,,
30835,,,,,,,,,,,,,,,,,,,,,,
31947,,,,,,,,,,,,,,,,,,,,,,
8757,/organization/picnik,Picnik,|Photo Sharing|Photography|Curated Web|,Curated Web,USA,WA,Seattle,Seattle,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2010-03-01,2010-03,2010-Q1,2010.0,,USD
8988,/organization/power-systems-ltd,"Power Systems, Ltd.",,,,,,,/organization/ioxus,Ioxus,|Clean Technology|,Clean Technology,USA,NY,"Albany, New York",Oneonta,2012-03-01,2012-03,2012-Q1,2012.0,,USD
54954,,,,,,,,,,,,,,,,,,,,,,
20606,,,,,,,,,,,,,,,,,,,,,,
13014,/organization/zingku,Zingku,|Curated Web|,Curated Web,,,,,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2007-09-27,2007-09,2007-Q3,2007.0,,USD
593,/organization/alleyton-resource,Alleyton Resource,,,,,,,/organization/summit-materials,Summit Materials,,,USA,CO,Denver,Denver,2014-01-23,2014-01,2014-Q1,2014.0,,USD
13913,,,,,,,,,,,,,,,,,,,,,,
33026,,,,,,,,,,,,,,,,,,,,,,
13901,,,,,,,,,,,,,,,,,,,,,,
39037,,,,,,,,,,,,,,,,,,,,,,
43901,,,,,,,,,,,,,,,,,,,,,,
38122,,,,,,,,,,,,,,,,,,,,,,
41652,,,,,,,,,,,,,,,,,,,,,,
38666,,,,,,,,,,,,,,,,,,,,,,
30961,,,,,,,,,,,,,,,,,,,,,,
15669,,,,,,,,,,,,,,,,,,,,,,
3678,/organization/elastic-intelligence,Elastic Intelligence,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Menlo Park,/organization/intuit,Intuit,|Computers|Software|,Computers,USA,CA,SF Bay Area,Mountain View,2013-06-21,2013-06,2013-Q2,2013.0,,USD
5115,/organization/healthmedia,HealthMedia,|Medical|Health Care|Health and Wellness|,Health and Wellness,USA,MI,Detroit,Ann Arbor,/organization/johnson-johnson,Johnson & Johnson,|Medical Devices|Pharmaceuticals|Health Care|Consumer Goods|Health and Wellness|,Medical Devices,USA,NJ,Newark,New Brunswick,2008-10-30,2008-10,2008-Q4,2008.0,,USD
33287,,,,,,,,,,,,,,,,,,,,,,
45268,,,,,,,,,,,,,,,,,,,,,,
51614,,,,,,,,,,,,,,,,,,,,,,
4113,/organization/facet-biotech,Facet Biotech,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Redwood City,/organization/abbott,Abbott Labs,|Health and Wellness|Venture Capital|Medical|Biotechnology|,Health and Wellness,USA,IL,Chicago,Des Plaines,2010-03-09,2010-03,2010-Q1,2010.0," 450,000,000 ",USD
24077,,,,,,,,,,,,,,,,,,,,,,
716,/organization/amphora-discovery,Amphora Discovery,|Biotechnology|,Biotechnology,USA,NC,Raleigh,Durham,/organization/nanosyn,Nanosyn,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Menlo Park,2008-07-31,2008-07,2008-Q3,2008.0,,USD
27128,,,,,,,,,,,,,,,,,,,,,,
29935,,,,,,,,,,,,,,,,,,,,,,
53435,,,,,,,,,,,,,,,,,,,,,,
29309,,,,,,,,,,,,,,,,,,,,,,
40898,,,,,,,,,,,,,,,,,,,,,,
4918,/organization/great-plains-software,Great Plains Software,|Software|,Software,USA,ND,Fargo,Fargo,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,2000-12-21,2000-12,2000-Q4,2000.0,,USD
29886,,,,,,,,,,,,,,,,,,,,,,
3948,/organization/etaxportal,eTaxPortal,|Software|,Software,USA,VA,"Washington, D.C.",Reston,/organization/namtra-business-solutions,Namtra Business Solutions,|Software|,Software,USA,VA,"Washington, D.C.",Reston,2009-11-01,2009-11,2009-Q4,2009.0,,USD
15952,,,,,,,,,,,,,,,,,,,,,,
37247,,,,,,,,,,,,,,,,,,,,,,
31064,,,,,,,,,,,,,,,,,,,,,,
1665,/organization/boopit,BoopIt,,,,,,,/organization/cenify,Cenify,|Mobile|Home Automation|Internet of Things|Software|Hardware|,Internet of Things,USA,NY,"Rochester, New York",Rochester,2013-02-07,2013-02,2013-Q1,2013.0, -   ,USD
3521,/organization/dynamic-learning-services,Dynamic Learning Services,|Training|Education|,Training,AUS,,Sydney,Terrigal,/organization/icollege,iCollege,|Education|,Education,AUS,,Perth,Perth,2014-10-20,2014-10,2014-Q4,2014.0," 4,000,000 ",USD
17565,,,,,,,,,,,,,,,,,,,,,,
17711,,,,,,,,,,,,,,,,,,,,,,
49064,,,,,,,,,,,,,,,,,,,,,,
18146,,,,,,,,,,,,,,,,,,,,,,
39204,,,,,,,,,,,,,,,,,,,,,,
2798,/organization/corkbin,Corkbin,|Social Media|File Sharing|Hardware|Reviews and Recommendations|Wine And Spirits|Software|,Software,,,,,/organization/hello-vino,Hello Vino,|Apps|iPhone|Wine And Spirits|Mobile|,Apps,USA,CA,SF Bay Area,San Francisco,2014-03-14,2014-03,2014-Q1,2014.0,,USD
7587,/organization/mysbx-2,mySBX,|Curated Web|,Curated Web,USA,VA,"Washington, D.C.",Reston,/organization/deltek,Deltek,|Enterprise Software|Software|,Enterprise Software,USA,VA,"Washington, D.C.",Herndon,2009-12-11,2009-12,2009-Q4,2009.0,,USD
14136,,,,,,,,,,,,,,,,,,,,,,
19543,,,,,,,,,,,,,,,,,,,,,,
41593,,,,,,,,,,,,,,,,,,,,,,
31705,,,,,,,,,,,,,,,,,,,,,,
54410,,,,,,,,,,,,,,,,,,,,,,
4666,/organization/genzyme,Genzyme,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/sanofi-aventis,Sanofi Aventis,|Biotechnology|,Biotechnology,FRA,,Paris,Paris,2011-02-16,2011-02,2011-Q1,2011.0," 20,000,000,000 ",USD
35881,,,,,,,,,,,,,,,,,,,,,,
2973,/organization/customerhub,CustomerHub,,,,,,,/organization/infusionsoft,Infusionsoft,|Marketing Automation|Email Marketing|Internet Marketing|CRM|Small and Medium Businesses|Software|,Email Marketing,USA,AZ,Phoenix,Chandler,2011-11-01,2011-11,2011-Q4,2011.0,,USD
45814,,,,,,,,,,,,,,,,,,,,,,
52780,,,,,,,,,,,,,,,,,,,,,,
26754,,,,,,,,,,,,,,,,,,,,,,
25765,,,,,,,,,,,,,,,,,,,,,,
24053,,,,,,,,,,,,,,,,,,,,,,
39716,,,,,,,,,,,,,,,,,,,,,,
38379,,,,,,,,,,,,,,,,,,,,,,
5483,/organization/immunet-corporation,Immunet Corporation,|Cloud Computing|Security|IT and Cybersecurity|Software|,IT and Cybersecurity,USA,CA,SF Bay Area,Palo Alto,/organization/sourcefire,Sourcefire,|Information Technology|Software|,Information Technology,USA,MD,Baltimore,Columbia,2011-01-05,2011-01,2011-Q1,2011.0," 21,000,000 ",USD
21395,,,,,,,,,,,,,,,,,,,,,,
48209,,,,,,,,,,,,,,,,,,,,,,
7517,/organization/multi-threaded,Multi-Threaded,,,,,,,/organization/national-interest-security-company,National Interest Security Company,,,USA,VA,"Washington, D.C.",Fairfax,2008-10-16,2008-10,2008-Q4,2008.0,,USD
3961,/organization/eur-pac-corp,Eur-Pac Corp,|Logistics|Heavy Industry|,Logistics,,,,,/organization/air-industries-group,Air Industries Group,,,USA,NY,Long Island,Bay Shore,2014-06-05,2014-06,2014-Q2,2014.0," 1,600,000 ",USD
17738,,,,,,,,,,,,,,,,,,,,,,
50397,,,,,,,,,,,,,,,,,,,,,,
22883,,,,,,,,,,,,,,,,,,,,,,
51766,,,,,,,,,,,,,,,,,,,,,,
46031,,,,,,,,,,,,,,,,,,,,,,
4310,/organization/flexiant,Flexiant,|Enterprise Software|,Enterprise Software,GBR,,London,London,/organization/tapp-into-the-cloud,Tapp into the Cloud,|Software|,Software,ESP,,Seville,Seville,2014-05-14,2014-05,2014-Q2,2014.0,,USD
36806,,,,,,,,,,,,,,,,,,,,,,
54031,,,,,,,,,,,,,,,,,,,,,,
4358,/organization/foldershare,FolderShare,|Collaboration|Software|File Sharing|Curated Web|,Collaboration,,,,,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,2005-11-03,2005-11,2005-Q4,2005.0,,USD
9692,/organization/rlx-technologies,RLX Technologies,|Hardware + Software|,Hardware + Software,USA,TX,Houston,Houston,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,2005-10-03,2005-10,2005-Q4,2005.0,,USD
41556,,,,,,,,,,,,,,,,,,,,,,
32023,,,,,,,,,,,,,,,,,,,,,,
52367,,,,,,,,,,,,,,,,,,,,,,
24085,,,,,,,,,,,,,,,,,,,,,,
47904,,,,,,,,,,,,,,,,,,,,,,
38387,,,,,,,,,,,,,,,,,,,,,,
4361,/organization/followap,Followap,|Messaging|,Messaging,GBR,,Staines-upon-thames,Staines-upon-thames,/organization/neustar,Neustar,|Telecommunications|Analytics|Information Technology|,Analytics,USA,VA,"Washington, D.C.",Sterling,2006-11-27,2006-11,2006-Q4,2006.0," 140,000,000 ",USD
31295,,,,,,,,,,,,,,,,,,,,,,
43972,,,,,,,,,,,,,,,,,,,,,,
15781,,,,,,,,,,,,,,,,,,,,,,
54646,,,,,,,,,,,,,,,,,,,,,,
47829,,,,,,,,,,,,,,,,,,,,,,
46927,,,,,,,,,,,,,,,,,,,,,,
48456,,,,,,,,,,,,,,,,,,,,,,
35391,,,,,,,,,,,,,,,,,,,,,,
22790,,,,,,,,,,,,,,,,,,,,,,
7847,/organization/new-telephone-company,New Telephone Company,,,,,,,/organization/vimpelcom,VimpelCom,|Telecommunications|,Telecommunications,NLD,,Amsterdam,Amsterdam,2011-03-21,2011-03,2011-Q1,2011.0,,USD
7924,/organization/nice-n-easy-grocery-shoppes,Nice N Easy Grocery Shoppes,|Groceries|,Groceries,USA,NY,Syracuse,Canastota,/organization/cst-brands,CST Brands,,,USA,TX,San Antonio,San Antonio,2014-08-20,2014-08,2014-Q3,2014.0,,USD
29846,,,,,,,,,,,,,,,,,,,,,,
9334,/organization/quickparts-com,Quickparts.com,,,USA,GA,Atlanta,Atlanta,/organization/3d-systems,3D Systems,|Software|,Software,USA,SC,SC - Other,Rock Hill,2011-02-22,2011-02,2011-Q1,2011.0," 30,000,000 ",USD
16965,,,,,,,,,,,,,,,,,,,,,,
5095,/organization/healogics,Healogics,|Medical Professionals|Medical|Healthcare Services|,Medical Professionals,USA,FL,Jacksonville,Jacksonville,/organization/clayton-dubilier-rice,"Clayton, Dubilier & Rice",,,USA,NY,New York City,New York,2014-05-21,2014-05,2014-Q2,2014.0," 910,000,000 ",USD
52031,,,,,,,,,,,,,,,,,,,,,,
55200,,,,,,,,,,,,,,,,,,,,,,
7808,/organization/network-management-partners,Network Management Partners,,,,,,,/organization/alpheon-corporation,Alpheon Corporation,|Outsourcing|,Outsourcing,USA,NC,Raleigh,Morrisville,2008-09-01,2008-09,2008-Q3,2008.0,,USD
40718,,,,,,,,,,,,,,,,,,,,,,
20617,,,,,,,,,,,,,,,,,,,,,,
34950,,,,,,,,,,,,,,,,,,,,,,
4539,/organization/g-b-solutions,G&B Solutions,|Consulting|,Consulting,USA,VA,"Washington, D.C.",Reston,/organization/vse-corp,VSE Corp,,,USA,VA,Alexandria,Alexandria,2009-01-31,2009-01,2009-Q1,2009.0," 23,700,000 ",USD
36102,,,,,,,,,,,,,,,,,,,,,,
43102,,,,,,,,,,,,,,,,,,,,,,
14392,,,,,,,,,,,,,,,,,,,,,,
20635,,,,,,,,,,,,,,,,,,,,,,
53725,,,,,,,,,,,,,,,,,,,,,,
18186,,,,,,,,,,,,,,,,,,,,,,
42489,,,,,,,,,,,,,,,,,,,,,,
40396,,,,,,,,,,,,,,,,,,,,,,
3802,/organization/engineered-control-systems-ecs,Engineered Control Systems (ECS),|Hardware + Software|,Hardware + Software,USA,WA,Spokane,Spokane,/organization/norment-security-group,Norment Security Group,|Hardware + Software|,Hardware + Software,USA,AL,Montgomery,Montgomery,2010-09-30,2010-09,2010-Q3,2010.0,,USD
21248,,,,,,,,,,,,,,,,,,,,,,
46466,,,,,,,,,,,,,,,,,,,,,,
7189,/organization/micron-technologies,Micron Technologies,|Analytics|Services|Pharmaceuticals|,Services,USA,PA,Philadelphia,Malvern,/organization/catalent-pharma-solutions,Catalent Pharma Solutions,|Biotechnology|,Biotechnology,USA,NJ,Newark,Somerset,2014-11-13,2014-11,2014-Q4,2014.0,,USD
32443,,,,,,,,,,,,,,,,,,,,,,
47306,,,,,,,,,,,,,,,,,,,,,,
23607,,,,,,,,,,,,,,,,,,,,,,
32099,,,,,,,,,,,,,,,,,,,,,,
53714,,,,,,,,,,,,,,,,,,,,,,
13174,,,,,,,,,,,,,,,,,,,,,,
10111,/organization/seocompany-com,SEOCompany.com,|Search|,Search,,,,,/organization/buildtelligence-web-solutions,Buildtelligence Web Solutions,|Search|,Search,,,,,2009-06-01,2009-06,2009-Q2,2009.0,,USD
47776,,,,,,,,,,,,,,,,,,,,,,
38987,,,,,,,,,,,,,,,,,,,,,,
37483,,,,,,,,,,,,,,,,,,,,,,
6913,/organization/mathsoft-engineering-education,Mathsoft Engineering & Education,|Software|,Software,USA,MA,Boston,Cambridge,/organization/ptc,PTC,|Software|,Software,USA,MA,Boston,Needham,2006-04-26,2006-04,2006-Q2,2006.0,,USD
15228,,,,,,,,,,,,,,,,,,,,,,
249,/organization/actual-systems,Actual Systems,,,GBR,,Edinburgh,Edinburgh,/organization/solera-holdings,Solera Holdings,|Software|,Software,USA,CA,San Diego,San Diego,2012-05-29,2012-05,2012-Q2,2012.0,,USD
47663,,,,,,,,,,,,,,,,,,,,,,
21867,,,,,,,,,,,,,,,,,,,,,,
52768,,,,,,,,,,,,,,,,,,,,,,
33623,,,,,,,,,,,,,,,,,,,,,,
34019,,,,,,,,,,,,,,,,,,,,,,
9387,/organization/radiosherpa,RadioSherpa,,,USA,TX,Dallas,Dallas,/organization/tunein-inc,TuneIn,|Mobile|Guides|Music|,Guides,USA,CA,SF Bay Area,Palo Alto,2008-09-17,2008-09,2008-Q3,2008.0,,USD
604,/organization/allmodelzone-com,AllModelZone.com,|Consulting|,Consulting,,,,,/organization/national-lampoon,National Lampoon,|Advertising|,Advertising,USA,CA,Los Angeles,Los Angeles,2008-08-19,2008-08,2008-Q3,2008.0,,USD
38336,,,,,,,,,,,,,,,,,,,,,,
52420,,,,,,,,,,,,,,,,,,,,,,
11286,/organization/telegent-systems,Telegent Systems,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,/organization/spreadtrum-communications,Spreadtrum Communications,|Semiconductors|Hardware|Hardware + Software|,Semiconductors,CHN,,Shanghai,Shanghai,2011-07-19,2011-07,2011-Q3,2011.0,,USD
48510,,,,,,,,,,,,,,,,,,,,,,
25438,,,,,,,,,,,,,,,,,,,,,,
24030,,,,,,,,,,,,,,,,,,,,,,
7479,/organization/mp-game-studio,MP Game Studio,|Software|iPhone|iPad|Games|,iPad,ARG,,Buenos Aires,Buenos Aires,/organization/vostu,Vostu,|Social Network Media|Games|,Games,ARG,,Buenos Aires,Buenos Aires,2011-09-07,2011-09,2011-Q3,2011.0,,USD
1383,/organization/beinsync,BeInSync,|Web Hosting|,Web Hosting,ISR,,Tel Aviv,Tel Aviv,/organization/phoenix-technologies,Phoenix Technologies,|Software|,Software,USA,CA,SF Bay Area,Milpitas,2008-03-01,2008-03,2008-Q1,2008.0," 25,000,000 ",USD
36904,,,,,,,,,,,,,,,,,,,,,,
7536,/organization/musicgremlin,MusicGremlin,|Hardware + Software|,Hardware + Software,,,,,/organization/sandisk,SanDisk,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Milpitas,2008-06-10,2008-06,2008-Q2,2008.0,,USD
328,/organization/administrative-partners,Administrative Partners,,,USA,FL,Tampa,Tampa,/organization/tribridge,Tribridge,|Software|,Software,USA,FL,Tampa,Tampa,2008-07-04,2008-07,2008-Q3,2008.0,,USD
33606,,,,,,,,,,,,,,,,,,,,,,
15769,,,,,,,,,,,,,,,,,,,,,,
43187,,,,,,,,,,,,,,,,,,,,,,
655,/organization/alucan-packaging,Alucan Packaging,|Curated Web|,Curated Web,,,,,/organization/nampak,Nampak,,,MEX,,MEX - Other,Santo Domingo Zanatepec,2013-11-18,2013-11,2013-Q4,2013.0," 301,000,000 ",USD
31791,,,,,,,,,,,,,,,,,,,,,,
23539,,,,,,,,,,,,,,,,,,,,,,
49213,,,,,,,,,,,,,,,,,,,,,,
19777,,,,,,,,,,,,,,,,,,,,,,
11057,/organization/swapthing,SwapThing,,,USA,CA,SF Bay Area,Cupertino,/organization/ingk-labs,Ingk Labs,|Payments|Virtual Currency|Humanitarian|SaaS|Finance|Angels|Venture Capital|Incubators|News|,News,USA,NY,New York City,New York,2011-12-21,2011-12,2011-Q4,2011.0,,USD
